qfe,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
crp,-3.774769,-1.524525,0.099957,-0.799243,-1.481157,-3.041029,-1.81025,-0.115027,-1.187557,1.45272,0.234961,-0.471277,-0.263874,1.254327,1.741293,1.189404,-0.244053,-0.178294,0.13161,1.680135,-0.689865,-0.043783,-0.924973,-1.295814,0.218088,0.444747,-1.748934,-2.81308,-1.552009,-2.977961,-1.406827,-1.229369,-1.182971,-2.626532,0.162532,-1.297509,0.120386,-1.842032,-1.248965,-2.213437,-1.949749,1.531575,-1.43006,2.175346,1.867628,0.781828,-1.062839,-6.706573,0.024345,0.275893,-1.730509,1.134366,-1.195052,-2.539189,-3.927119,-1.199532,-2.182166,-2.581028,-2.494414,-1.606368,-3.420557,-2.67896,-1.76752,-1.915066,-1.815243,-2.41577,-1.59664,-1.193981,-2.796144,-1.324925,-4.03836,-1.808955,-1.68572,-1.87171,-2.047403,-2.015477,-3.18236,-1.810958,-1.818338,-0.625152,-2.291223,-0.934461,-2.566747,-1.248877,-1.427277,-0.890623,0.870242,-1.320021,-1.09232,-1.205128,-2.607095,-0.04297,-0.518388,-1.27758,-1.090462,-0.044793,-1.417203,-1.427989,-1.495807,-2.080389,1.288887,-0.897438,-0.81759,0.16984,-1.681608,-0.931455,-1.251238,-2.154652,-2.783526,-1.944174,-1.607022,4.795137,-1.462899,5.115155,4.101712,2.81072,-2.428307,2.191731,6.262112,3.934136,-0.538844,-2.117208,-0.802512,-0.990486,0.559195,0.085709,0.970012,0.394626,-1.872133,-0.834097,-1.224212,-1.641394,-1.16689,-1.081476,-0.994088,-1.246666,-1.776389,-1.736237,-1.699803
nmm,-3.804513,-1.436837,0.107084,-0.764655,-1.200942,-3.062473,-1.869666,-0.416457,-1.363653,1.509705,1.192097,2.101742,-0.32978,0.274041,1.927321,1.267027,-0.303464,-0.191042,0.274547,1.476342,-1.239368,-0.133238,-0.414087,-1.720726,0.208846,0.446807,-1.772279,-2.8113,-1.540999,-2.984934,-1.368191,-1.308123,-1.175356,-2.612707,-0.042024,-1.440458,0.052518,-1.878352,-1.206719,-2.346844,-1.991548,1.537336,-1.363082,1.660575,1.962575,0.865362,-1.016847,-6.552319,-0.012512,0.04568,-1.691665,1.210313,-1.229706,-2.546711,-3.939889,-1.111637,-2.225073,-2.529097,-2.429095,-1.611559,-3.385084,-2.690639,-1.725628,-1.95485,-1.785763,-2.380868,-1.48393,-1.129082,-2.777905,-1.293935,-4.182875,-1.796426,-1.751318,-1.894894,-1.961752,-2.007567,-3.200493,-1.829683,-1.825583,-0.786506,-2.23345,-1.012535,-2.403139,-1.08912,-1.386685,-0.870327,0.604134,-1.29006,-1.073634,-1.223594,-2.794806,-0.308167,-0.752806,-1.107687,-1.288983,-0.310342,-1.615835,-1.624316,-1.54397,-1.96882,1.264884,-1.137374,-0.681969,-0.081041,-1.6521,-0.937072,-1.401648,-2.287975,-2.624398,-1.707879,-1.474112,5.42593,-1.238718,4.762789,3.61274,2.323572,-0.957938,1.910122,5.921622,3.675112,-0.686818,-2.159509,-0.913219,-1.029938,0.997752,0.125993,1.007071,0.160734,-1.797236,-0.959821,-1.419828,-1.735745,-1.60242,-1.059837,-0.984993,-1.147954,-1.783467,-1.537433,-1.760661
i_s,-3.831303,-1.732422,-0.038,-0.764172,-1.684922,-3.143582,-1.953227,-0.252961,-1.544734,1.225196,0.83762,1.609256,-0.418854,1.108656,1.842025,1.336192,-0.805361,-0.427091,0.13248,1.501459,-0.305074,-0.207917,-1.021505,-1.670769,0.326092,0.410662,-1.792219,-2.866078,-1.559702,-3.047648,-1.530297,-1.162511,-1.119547,-2.669132,0.256587,-1.273652,-0.086018,-1.760715,-1.318817,-2.11487,-1.971241,1.504248,-1.529596,2.474732,2.513253,1.219214,-1.100163,-6.611217,0.164603,-0.105273,-1.751842,1.709117,-1.16019,-2.581226,-4.009619,-1.302937,-2.214418,-2.598677,-2.52188,-1.673172,-3.466035,-2.738423,-1.967278,-1.969119,-1.861673,-2.440308,-1.578948,-1.30363,-2.87561,-0.989106,-4.330452,-1.822302,-1.824111,-1.940397,-2.027762,-2.061285,-3.237403,-1.879003,-1.807593,-0.708063,-2.267103,-0.982989,-2.615808,-1.2209,-1.389628,-0.95105,0.667306,-1.373331,-1.231833,-1.231699,-2.700924,-0.286558,-0.768183,-0.973724,-1.053929,-0.250055,-1.916563,-1.583985,-1.546916,-1.95956,1.058925,-1.336458,-0.792469,-0.292131,-1.737076,-1.048706,-0.981792,-2.05074,-2.762991,-1.837016,-1.543375,5.884356,-0.883221,5.321927,4.051318,2.141225,-1.83151,2.179779,6.64068,3.579504,-0.842762,-2.167675,-0.975507,-0.948187,0.213293,-0.233191,0.533488,0.304207,-1.349964,-1.009141,-1.147738,-1.729112,-1.285161,-0.879067,-1.178817,-1.241171,-1.842761,-1.490726,-1.678737
nfm,-3.84464,-1.781257,0.167916,-0.757827,-0.970498,-3.130774,-1.944707,-0.105224,-1.544027,1.179182,0.906564,1.966469,0.143025,0.194159,1.68003,1.620868,-0.678972,-0.332671,0.062054,1.161668,-1.169684,-0.329636,-0.849845,-1.448908,0.482951,0.127243,-1.829562,-2.930079,-1.612239,-2.954865,-1.616583,-0.982847,-1.012076,-2.678467,0.764847,-1.108217,-0.206184,-1.729222,-1.424836,-1.924771,-2.024693,1.674502,-1.369043,1.839309,2.34397,1.281836,-0.899774,-6.609555,0.283603,-0.004929,-1.707555,-0.43783,-1.161041,-2.637199,-4.024534,-1.162344,-2.292161,-2.639054,-2.506004,-1.722589,-3.520841,-2.795678,-1.83849,-2.046471,-1.662187,-2.54319,-1.639377,-1.261416,-2.928792,-1.181636,-4.344499,-1.893159,-1.838806,-1.97181,-2.039659,-2.090309,-3.277618,-1.97665,-2.344786,-0.716262,-2.483757,-0.945871,-2.600267,-1.120712,-1.425486,-0.964194,0.784784,-1.425449,-1.34196,-1.217816,-2.705919,-0.368674,-0.734854,-0.911547,-0.986432,-0.330106,-1.61668,-1.503061,-1.61268,-2.034171,0.610034,-2.046392,-1.196523,-0.788437,-1.757829,-1.630441,-0.974595,-2.148055,-2.816322,-1.930666,-1.689465,6.288003,-0.994849,6.691332,5.167328,2.662434,-1.593324,2.637422,8.017292,4.347499,-0.638862,-2.038059,-1.201148,-0.689616,0.879061,-0.303625,0.774974,0.495466,-1.379838,-1.112659,-0.941155,-1.742438,-1.245631,-0.999422,-1.453076,-1.160899,-1.974291,-1.777559,-1.878717
fmp,-3.797636,-1.484135,0.12261,-0.738315,-1.360606,-3.048894,-1.874148,0.009128,-1.419991,1.492056,1.256525,1.615907,-0.292768,0.547847,1.954397,1.510566,-0.57445,-0.197533,0.37164,1.383001,-1.083103,-0.008274,-0.790121,-1.67763,0.284683,0.211359,-1.757212,-2.809784,-1.506996,-2.985801,-1.468234,-1.163253,-1.149313,-2.622505,0.115155,-1.432743,0.147356,-1.846374,-1.23757,-2.320773,-1.905236,1.593394,-1.331623,1.65746,1.972179,0.778134,-0.991269,-6.24703,0.13926,0.110074,-1.677399,0.775269,-1.16816,-2.514571,-3.936004,-1.158904,-2.201851,-2.49923,-2.400989,-1.620226,-3.402667,-2.692086,-1.861804,-1.955532,-1.745312,-2.401811,-1.437892,-1.174028,-2.748732,-1.270492,-4.196513,-1.781298,-1.748622,-1.917875,-1.950386,-2.004805,-3.203272,-1.803558,-1.739153,-0.679867,-2.223366,-0.98804,-2.375203,-1.186341,-1.38219,-0.898226,0.671072,-1.312272,-1.149466,-1.22462,-2.741141,-0.130242,-0.699831,-1.321755,-1.118237,-0.290744,-1.723739,-1.599543,-1.529047,-1.932024,1.310579,-1.253374,-0.668795,-0.167431,-1.637704,-0.876003,-1.347237,-2.202545,-2.686714,-1.812331,-1.610001,5.653096,-0.980045,4.914237,3.796166,2.373354,-1.542389,1.93598,5.900594,3.835217,-0.705392,-2.038358,-0.869873,-1.074918,0.541753,-0.248483,0.991133,0.570535,-1.554081,-0.855228,-1.291985,-1.670889,-1.596241,-1.190133,-0.984858,-1.111874,-1.768764,-1.521652,-1.78984
mvh,-3.833938,-1.519686,0.083475,-0.776124,-1.571802,-3.103441,-1.925556,-0.184084,-1.355466,1.510601,2.096802,1.579829,-0.224972,0.474922,2.184226,1.225601,-0.583685,-0.21425,0.176047,1.57088,-1.184476,0.024088,-0.532224,-1.732783,0.210426,0.338963,-1.798523,-2.823053,-1.535492,-3.009454,-1.516587,-1.213137,-1.151514,-2.660271,0.023342,-1.406151,0.132772,-1.827977,-1.305821,-2.376594,-1.930402,1.578737,-1.358358,2.113958,2.117156,1.122826,-1.051811,-6.691766,0.020445,0.117883,-1.705708,1.060358,-1.145379,-2.553265,-3.998494,-1.18948,-2.224938,-2.540206,-2.411296,-1.65809,-3.416779,-2.713544,-1.815362,-1.985194,-1.808231,-2.415626,-1.475796,-1.169128,-2.760435,-1.313826,-4.221119,-1.795622,-1.780011,-1.977599,-1.94744,-2.025418,-3.235435,-1.84575,-1.813299,-0.765567,-2.263179,-0.998453,-2.622318,-1.207147,-1.412253,-0.89435,0.648169,-1.343532,-1.043346,-1.279564,-2.796445,-0.158919,-0.712479,-1.868861,-1.220913,-0.355077,-1.874801,-1.647585,-1.574722,-1.917319,1.096561,-1.229451,-0.735838,-0.247327,-1.655676,-1.001862,-1.508469,-2.378261,-2.66527,-1.94626,-1.670267,5.443866,-1.358278,5.365095,4.504655,2.477747,-1.359176,1.979905,5.603216,3.799959,-0.651724,-2.179461,-1.005889,-1.168775,0.789143,-0.354415,1.009679,0.335521,-1.729592,-0.927189,-1.246916,-1.695972,-1.626836,-1.144156,-1.046702,-1.234762,-1.789337,-1.488031,-1.830974
otn,-3.773662,-1.795934,0.200679,-0.781739,-1.846232,-3.091357,-2.05902,0.065929,-1.440715,1.309562,0.380191,2.289913,-0.167286,0.789828,1.791909,1.235675,-1.190352,-0.376068,0.198051,1.75175,-1.220571,-0.071654,-0.449821,-1.634863,0.627023,0.765516,-1.759878,-2.847901,-1.498575,-2.770263,-1.426801,-1.034384,-1.057321,-2.620037,0.210769,-1.310823,0.037226,-1.825405,-1.243321,-1.981213,-1.914646,1.615445,-1.246463,2.021757,2.839487,1.409237,-0.982787,-6.364895,0.031126,0.044963,-2.01707,0.154437,-1.755562,-2.490594,-3.91816,-1.165467,-2.206909,-2.532248,-2.393466,-1.60694,-3.456414,-2.698983,-1.993392,-2.014317,-1.864113,-2.408653,-1.500743,-1.201438,-2.633699,-1.337915,-4.205397,-1.739645,-1.715367,-1.878027,-1.949503,-2.001593,-3.216117,-1.807693,-1.739402,-0.723356,-2.253363,-0.818132,-2.492401,-1.202346,-1.563789,-0.984072,0.831574,-1.365632,-1.049648,-1.252352,-2.759798,-0.148155,-0.717047,-1.534358,-1.084401,-0.285169,-2.135214,-1.529579,-1.571728,-1.772181,0.655106,-1.400269,-1.08495,-0.789344,-1.690393,-1.268317,-1.376489,-2.297755,-2.731569,-1.848973,-1.582395,5.079152,-1.182284,6.74846,4.638859,2.110189,-1.376712,2.188923,6.370105,4.277721,-0.674954,-2.118976,-0.936614,-1.115627,1.158387,-0.150259,1.05946,0.463313,-1.590166,-0.915214,-1.095233,-1.65967,-1.653896,-0.737545,-0.92997,-1.316578,-1.760447,-1.122921,-1.897924
ele,-3.703671,-1.534993,0.075124,-0.692852,-1.581872,-3.005999,-1.81415,0.082371,-1.384334,1.253691,0.187308,1.276161,0.248587,0.496344,2.005871,1.708774,-0.671196,-0.197154,0.389245,1.390045,-0.691941,-0.087779,-0.298642,-1.725586,0.261775,0.657681,-1.721464,-2.793079,-1.379595,-2.993762,-1.357089,-1.053731,-1.150496,-2.56734,0.561849,-1.241142,0.139067,-1.814247,-1.243429,-1.817903,-1.896279,1.833393,-1.308054,1.691183,1.959158,1.418149,-0.845357,-6.784594,0.115495,0.210163,-1.773226,1.118116,-1.317041,-2.506889,-3.86608,-1.063103,-2.146955,-2.471186,-2.396381,-1.605154,-3.391154,-2.624174,-1.8403,-1.94358,-1.72849,-2.376979,-1.441298,-1.136401,-2.655529,-1.195634,-4.136625,-1.694339,-1.728702,-1.868835,-1.939275,-1.958738,-3.160847,-1.732694,-1.723596,-0.491605,-2.264304,-0.79271,-2.579687,-1.176646,-1.360237,-0.781319,0.833744,-1.254712,-1.051982,-1.234594,-2.728832,-0.121227,-0.702793,-1.554107,-1.138851,-0.232408,-1.768244,-1.533564,-1.570476,-1.880199,1.081889,-1.074714,-0.769462,-0.234422,-1.604306,-0.866905,-1.202377,-2.290195,-2.667117,-1.771329,-1.600258,5.337246,-1.244053,6.129799,4.574078,2.847252,-1.313645,2.49228,6.370455,4.208842,-0.606273,-2.143602,-0.977394,-1.105897,0.94003,-0.208211,1.127136,0.347537,-1.728021,-0.854235,-1.264449,-1.696596,-1.584697,-1.162655,-1.043567,-1.191454,-1.746757,-1.579565,-1.811898
ome,-3.811138,-1.574477,0.045121,-0.740846,-1.994687,-3.075055,-1.869128,0.115808,-1.499719,1.073915,1.472204,1.415881,-0.133966,0.583531,1.652523,1.473827,-1.025022,-0.30622,0.218875,1.385141,-0.833614,-0.123243,-0.651632,-1.684501,0.486913,0.597697,-1.759372,-2.831056,-1.480916,-2.994909,-1.487557,-1.091124,-1.070487,-2.6442,0.316208,-1.202272,0.048363,-1.809065,-1.190441,-2.110483,-1.876486,1.708135,-1.344713,2.231542,2.781542,1.126239,-0.96578,-7.085312,0.221866,0.026762,-1.842944,-3.733165,-1.423578,-2.517349,-3.93219,-1.098149,-2.199102,-2.502607,-2.368981,-1.646456,-3.418674,-2.703741,-1.869701,-1.96284,-1.749254,-2.406727,-1.476945,-1.187753,-2.733312,-1.299731,-4.233647,-1.765887,-1.7722,-1.907751,-1.9445,-2.007838,-3.200001,-1.800736,-1.731639,-0.626997,-2.265831,-0.849246,-2.639409,-1.305341,-1.399957,-0.875566,0.69494,-1.348033,-1.137071,-1.237452,-2.667869,-0.15379,-0.675851,-1.514021,-1.146292,-0.345773,-1.859164,-1.504769,-1.574062,-1.885765,0.988431,-0.940617,-0.359175,-0.12935,-1.66469,-0.777202,-1.235361,-1.977732,-2.646794,-1.882184,-1.580321,5.60241,-1.335358,5.748672,3.910756,2.573864,-1.378808,1.993032,6.360004,3.978885,-0.6536,-2.093893,-0.939228,-0.972279,0.964848,-0.316713,1.05162,0.378326,-1.628806,-0.881428,-1.196211,-1.69365,-1.524832,-1.058427,-1.207748,-1.183176,-1.765179,-1.61584,-1.840598
omf,-3.75201,-1.435054,0.163669,-0.814409,-1.365217,-3.027046,-1.877282,-0.097957,-1.448261,1.499118,-0.948069,1.551588,-0.003441,0.468528,1.656329,1.494376,-0.341066,-0.038814,0.303461,1.490531,-1.100939,-0.01964,-0.790065,-1.475286,1.121955,0.680628,-1.741174,-2.774496,-1.496238,-2.954805,-1.369651,-1.125968,-1.196829,-2.47253,0.051145,-1.437002,0.182434,-1.918891,-1.18912,-2.352021,-1.935434,1.616467,-1.314939,2.044439,2.950662,0.483405,-0.948846,-6.553681,0.613335,0.782952,-1.661721,1.371023,-1.270118,-2.490132,-3.778101,-1.167438,-2.181972,-2.467472,-2.400878,-1.604687,-3.375264,-2.667382,-1.859947,-1.933569,-1.751492,-2.387858,-1.462564,-1.14961,-2.685198,-1.2585,-4.176053,-1.772913,-1.752755,-1.892608,-1.941973,-2.007452,-3.186506,-1.809474,-1.686087,-0.704456,-2.183486,-0.789723,-2.562635,-1.546613,-1.40049,-0.873998,0.667545,-1.26056,-0.976958,-1.250553,-2.778254,-0.092466,-0.656245,-1.533048,-0.995112,-0.149066,-1.929196,-1.594864,-1.19762,-1.648983,1.191323,-0.833602,-0.867329,-0.102985,-1.581474,-1.098017,-0.953291,-2.227252,-2.739291,-1.868037,-1.723468,5.904418,-1.23381,4.860874,5.562854,2.488033,-3.058372,1.973596,5.993524,3.88467,-0.718695,-2.146306,-0.853382,-1.013167,0.567024,-0.017859,0.843372,0.631649,-1.559201,-0.657824,-0.361343,-1.627324,-1.709537,-1.117037,-1.064936,-1.095016,-1.792575,-1.444201,-1.730354
ely,-3.828554,-1.513023,0.141974,-0.767546,-1.503663,-3.088491,-1.892944,-0.428412,-1.470121,1.490241,1.056635,1.211181,-0.281196,0.573858,1.726143,1.350441,-0.368429,-0.108107,0.209807,1.413732,-1.369446,-0.047431,-0.740946,-1.738237,0.024541,0.350368,-1.822082,-2.835389,-1.537918,-3.030336,-1.385638,-1.275935,-1.172213,-2.679561,-0.001767,-1.37881,-0.043153,-1.879318,-1.201758,-2.30242,-1.939452,1.560759,-1.3824,1.900329,1.812395,1.083253,-1.06697,-6.400344,0.110819,0.130745,-1.641647,1.288278,-1.235188,-2.56027,-4.003711,-1.215704,-2.247964,-2.561616,-2.493477,-1.649091,-3.416366,-2.715044,-1.846193,-1.981143,-1.783505,-2.407517,-1.529604,-1.193913,-2.849797,-1.265448,-4.123354,-1.800011,-1.783583,-1.945886,-2.006383,-2.066611,-3.255617,-1.874611,-1.844943,-0.794056,-2.385918,-1.101835,-2.53408,-1.21436,-1.337125,-0.892747,0.607787,-1.340212,-1.071034,-1.280289,-2.803499,-0.350655,-0.706613,-1.22846,-1.347948,-0.317027,-1.616613,-1.599129,-1.511957,-1.902417,1.374527,-1.145952,-0.646085,0.033829,-1.610556,-0.927112,-1.439525,-2.338402,-2.726255,-1.946968,-1.746166,5.652856,-1.209023,4.984288,3.87517,2.122801,-0.800049,1.809143,5.857341,3.545152,-0.649664,-2.223992,-1.201406,-1.30839,0.428789,-0.34201,1.140295,0.204129,-1.800471,-1.002298,-1.387914,-1.749313,-1.577001,-1.265818,-1.120518,-1.241557,-1.718204,-1.566876,-1.808818
gdt,-3.84232,-1.522919,0.047218,-0.661412,-1.816248,-3.091726,-1.842947,-0.408555,-1.314145,0.532158,-0.048231,2.235405,-0.300937,0.383051,1.732429,1.376027,-0.382137,-0.273867,0.235534,1.535415,-1.143154,-0.160539,-0.709793,-1.726784,0.032793,0.838904,-1.834316,-2.844775,-1.516424,-3.065326,-1.44922,-1.251862,-1.162873,-2.694878,0.419062,-1.277371,0.096672,-1.873641,-1.276451,-2.157192,-1.982042,1.560843,-1.451158,1.869897,1.892381,0.931163,-0.972393,-6.896764,0.170227,0.292519,-1.668387,1.092604,-1.276806,-2.536621,-3.947205,-1.199455,-2.194301,-2.551416,-2.504433,-1.631115,-3.42009,-2.735639,-1.799947,-1.961452,-1.820852,-2.401269,-1.517204,-1.145229,-2.811962,-1.256016,-4.185801,-1.839897,-1.729852,-1.907659,-1.93222,-1.912998,-3.189774,-1.878939,-1.816505,-0.763253,-2.357904,-1.099707,-2.513279,-1.15777,-1.422148,-0.884523,0.617351,-1.2797,-1.263824,-1.283151,-2.809616,-0.182682,-0.788533,-1.158999,-1.077359,-0.099996,-1.681132,-1.557536,-1.506265,-1.921025,1.762215,-0.873099,-0.561257,0.628733,-1.667938,-0.979707,-1.385723,-2.205023,-2.727172,-1.969421,-1.724595,5.396203,-1.187026,5.006736,3.836573,2.686517,-1.068733,1.887758,5.99413,4.493873,-0.631478,-2.157815,-1.094805,-1.338598,0.628647,-0.224537,1.117579,0.424057,-1.490078,-0.988575,-1.000832,-1.542956,-1.431149,-1.145713,-1.113278,-1.196994,-1.433173,-1.622403,-1.826643
wtr,-3.82872,-1.407196,0.046666,-0.764801,-1.413266,-3.100865,-1.892343,-0.441701,-1.356022,1.529275,1.266682,1.232541,-0.163936,0.605067,1.765388,1.467264,-0.119818,-0.163342,0.253808,1.916472,-1.339474,-0.054985,-0.656439,-1.81577,0.038733,0.219075,-1.803256,-2.812975,-1.517147,-3.029657,-1.392817,-1.34008,-1.193553,-2.633478,-0.05246,-1.441254,0.199145,-1.892833,-1.207253,-2.404168,-1.926308,1.586431,-1.333742,1.855719,1.842425,1.014137,-1.099371,-5.545941,0.238777,0.283398,-1.57577,1.938385,-1.121058,-2.537928,-3.997221,-1.228208,-2.207534,-2.558062,-2.541178,-1.664758,-3.37345,-2.7141,-1.827314,-1.929749,-1.762063,-2.384125,-1.491137,-1.172609,-2.775454,-1.335108,-4.135542,-1.783178,-1.773053,-1.899759,-1.979804,-2.020182,-3.247256,-1.875859,-1.848708,-0.834283,-2.282338,-1.090962,-2.398398,-1.200705,-1.404941,-0.863998,0.54446,-1.291053,-0.969848,-1.242175,-2.82766,-0.384147,-0.764837,-1.333484,-1.308331,-0.362588,-1.710869,-1.567082,-1.441366,-1.968119,1.318983,-1.145721,-0.672456,-0.021982,-1.5898,-0.967519,-1.460739,-2.336248,-2.800104,-1.963575,-1.781008,5.837106,-1.278032,5.009623,3.693356,2.012554,-0.307633,1.90088,5.837635,3.507131,-0.633617,-2.194334,-1.20495,-1.356955,0.425397,-0.325185,1.187551,0.237353,-1.800134,-0.962475,-1.419018,-1.70571,-1.706013,-1.256548,-1.000088,-1.160016,-1.804477,-1.572382,-1.793712
cns,-3.971104,-1.436543,0.14515,-0.747579,-1.297516,-3.158462,-1.927156,-0.473218,-1.233523,1.91549,1.843274,1.634528,-0.078069,0.550221,2.822857,1.557243,0.613013,-0.004408,0.441644,1.981351,-1.633508,0.244316,-0.553754,-1.6297,0.432784,0.266514,-1.828659,-2.897355,-1.581138,-3.098742,-1.44095,-1.352476,-1.223537,-2.673081,-0.103061,-1.510207,0.268297,-1.952705,-1.231982,-2.488943,-1.992068,1.694564,-1.348448,1.902358,1.964311,1.154856,-1.014228,-6.206943,0.196999,0.335175,-1.609756,2.260721,-1.052018,-2.618741,-4.153844,-1.244687,-2.277481,-2.625932,-2.600478,-1.646784,-3.48942,-2.798151,-1.893127,-2.013539,-1.865293,-2.47259,-1.485781,-1.164817,-2.863239,-1.341913,-4.316327,-1.862971,-1.794919,-1.975217,-2.02784,-2.081192,-3.319232,-1.934326,-1.892018,-0.849694,-2.304145,-1.134119,-2.477038,-1.243119,-1.44381,-0.883101,0.601202,-1.308884,-0.959135,-1.27647,-2.94068,-0.408602,-0.795024,-1.47235,-1.376715,-0.395807,-1.528046,-1.700584,-1.588313,-2.035657,1.658718,-0.91479,-0.465253,0.24903,-1.537341,-0.784859,-1.477431,-2.31543,-2.663904,-1.892241,-1.773551,5.891191,-1.258341,4.943941,3.936576,2.113403,-0.46948,2.068472,5.626498,3.376017,-0.626786,-2.236513,-1.118784,-1.444317,0.553802,-0.295124,1.237548,0.401732,-1.784804,-0.936929,-1.543105,-1.74107,-1.798837,-1.319007,-0.98559,-1.168956,-1.830684,-1.536859,-1.813202
trd,-4.275304,-1.59483,-0.084593,-0.841151,-1.663626,-3.460673,-2.150959,-0.468145,-1.728539,1.469591,0.391367,1.445898,-0.747724,0.499943,1.704758,1.256427,-0.434534,-0.310542,0.06067,1.909011,-1.559362,-0.224978,-0.508585,-1.950905,0.101195,0.056161,-2.013307,-3.146999,-1.751083,-3.391905,-1.601592,-1.428634,-1.330969,-2.890193,-0.057358,-1.497737,0.046337,-2.117441,-1.341026,-2.670752,-2.180602,1.790492,-1.452773,1.884026,1.950457,0.740218,-1.058728,-7.499052,0.015068,-0.159701,-2.137469,1.228943,-1.675763,-2.886024,-4.512943,-1.430618,-2.527939,-2.893329,-2.835017,-1.86343,-3.813858,-3.047485,-2.142161,-2.209107,-2.046801,-2.676758,-1.683646,-1.379857,-3.141896,-1.511176,-4.717592,-2.020071,-2.025776,-2.149418,-2.208587,-2.309287,-3.642168,-2.105427,-2.067364,-0.912132,-2.552783,-1.244753,-2.850452,-1.386436,-1.618543,-1.00982,0.613261,-1.532808,-1.256621,-1.447901,-3.225462,-0.392469,-0.894578,-1.503703,-1.523358,-0.283334,-1.880596,-1.86513,-1.706078,-2.174753,1.501991,-1.349146,-0.652864,-0.017312,-1.751072,-0.988036,-1.600597,-2.6399,-3.020663,-2.175698,-1.926769,5.651192,-1.368343,5.263685,4.421649,2.472306,-0.436451,2.258553,6.594813,3.599664,-0.617756,-2.417996,-1.165163,-1.20008,0.898159,-0.25699,1.488925,0.269928,-1.758275,-0.980658,-1.680151,-1.830691,-1.922491,-1.584005,-1.105185,-1.282785,-1.957951,-1.671222,-1.964264
otp,-4.274756,-1.640271,-0.027977,-0.82072,-1.676687,-3.460492,-2.166716,-0.418981,-1.690436,1.598296,0.471644,1.587632,-0.592408,0.659682,1.866968,1.541995,-0.246197,-0.117943,0.279003,1.944803,-1.727659,-0.006563,-0.715811,-1.862147,0.302554,0.392593,-2.025301,-3.149179,-1.752219,-3.384343,-1.59911,-1.46492,-1.308554,-2.928244,0.04334,-1.562325,0.041872,-2.130294,-1.39151,-2.627159,-2.217742,1.76284,-1.474229,1.912879,1.938647,0.864521,-1.103752,-7.219498,0.118296,-0.000755,-2.040339,1.39959,-1.469783,-2.924745,-4.53107,-1.336651,-2.550966,-2.924323,-2.852436,-1.854705,-3.822081,-3.059552,-1.906507,-2.228215,-2.044979,-2.749087,-1.773475,-1.441713,-3.167117,-1.492101,-4.729046,-2.06826,-1.998114,-2.228987,-2.279609,-2.320445,-3.645467,-2.101066,-2.084254,-0.933928,-2.566351,-1.174071,-2.88635,-1.436593,-1.61192,-1.036041,0.631036,-1.582656,-1.372667,-1.459554,-3.170025,-0.230457,-0.860875,-1.423528,-1.467807,-0.329718,-1.766515,-1.813826,-1.690753,-2.184019,1.56048,-1.252135,-0.644042,0.138381,-1.840355,-0.937429,-1.547647,-2.476731,-3.033064,-2.153959,-1.925072,6.608065,-1.207843,5.1924,4.416768,2.447645,-0.833458,2.574274,6.020616,3.896721,-0.61019,-2.353217,-1.128248,-1.368659,0.584519,-0.271937,1.457659,0.223683,-1.836355,-0.885247,-1.485967,-1.872086,-1.817964,-1.515977,-1.083002,-1.261454,-1.962786,-1.683589,-1.939035
