qo,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
c_b,1.79708,5.691573,-3.214147,-0.278155,-7.213837,-0.975259,-0.131285,1.870207,-6.642652,-6.669087,-12.664039,-10.830823,-12.830463,-7.471483,-15.497817,-12.397173,-10.32964,-6.557802,-5.927961,-10.66184,-5.348095,-6.486203,-5.058057,-4.324622,-15.962699,-7.781234,2.588659,1.015361,-1.133513,0.50708,-0.790273,4.362846,-5.317235,1.358739,-4.924954,-1.459427,-4.523587,-1.857001,0.832484,-6.241327,-2.414705,-6.832585,-1.944576,-9.20968,-8.140728,-6.896425,-1.277544,-1.794191,-7.162274,-29.808963,-4.305673,-12.392739,-8.236331,2.18459,2.499911,1.247327,0.592444,1.529365,1.076777,4.678534,2.889815,1.948858,1.446268,2.432055,2.965776,1.192113,1.087753,1.029923,4.94889,-0.369749,1.710313,0.927696,9.114827,0.382573,3.691007,1.792547,1.565218,5.425963,2.04233,2.925253,3.693146,-1.374922,3.386034,7.952132,-2.701443,3.711039,1.093539,0.565511,0.803495,1.477691,0.888329,9.618172,0.768141,-0.037198,-3.908905,-1.077256,-0.838916,-4.597911,-0.219217,-0.370478,-0.184511,-6.823986,-2.916585,5.494513,-0.332381,4.034061,3.453205,-3.653472,-1.792067,1.478339,3.195747,-16.801761,-10.295971,-18.69789,-18.151346,-8.794742,-16.911284,-10.052675,-17.421349,-19.840739,-14.236758,-3.763685,-4.508132,-9.437693,-6.998614,-9.065169,-19.906812,-3.640004,-2.169506,-5.027413,-16.98117,-3.793078,-5.912427,-8.920442,-2.490987,-1.37079,-0.299325,-3.880857,1.182803
pfb,-4.295506,2.635463,-9.088645,1.560518,-15.97007,-10.544658,-15.063679,14.153372,-13.663057,-20.183733,-17.626459,-10.082785,-19.699814,-9.943787,-17.943023,-16.396878,-23.073907,-19.887981,-16.872154,-12.960914,-8.129806,-11.273337,-4.138561,-8.687991,-17.043149,-9.491761,4.264923,8.704591,-10.306698,3.681213,-2.012616,-0.29986,-9.562329,0.190506,-17.713174,-7.756003,-9.56257,-10.338648,-1.668888,-7.066503,-1.729349,-10.070237,-13.275366,-8.2429,-11.423096,-10.857947,-17.432286,-18.924063,-14.133932,-13.065857,-12.19628,-18.884447,-9.533881,9.402666,7.82702,-1.517194,1.852221,5.609838,0.618535,10.553646,6.517434,18.196993,-5.515175,4.818522,23.172659,2.42811,2.259793,3.067014,11.004907,-2.368025,2.959811,4.153073,1.807735,0.447799,12.313414,-0.271289,14.712159,13.942146,6.992948,2.150394,16.779815,1.823942,-5.000095,1.459433,-1.311163,1.684864,14.076427,1.64491,1.13721,2.638698,7.023855,5.1294,7.196235,0.551932,-4.154753,3.210648,-4.163234,-3.992398,-4.019053,-1.051211,-2.002129,-10.166369,-2.850088,-1.660298,-5.538057,-10.842083,-4.389949,-4.528483,-2.138786,-6.837966,-3.868562,-47.105909,-32.854527,-18.473011,-25.60109,-11.841549,-49.815475,-20.620927,-31.491833,-39.988016,-27.745532,-2.818251,-7.191515,-35.159689,-9.033899,-20.820719,-15.080284,-16.756976,-1.107845,-20.852833,-20.450759,-12.209697,-9.273247,-9.823431,-5.322966,-12.967391,-2.470825,-4.176475,-0.193686
ocr,1.2199,13.432381,-16.083065,17.916026,-16.879456,-0.037425,-4.406748,94.730847,-9.87679,-10.070268,-17.282013,-14.135454,-13.379416,-8.442188,-10.342704,-14.452738,-24.224546,-12.571065,-12.685425,-12.059957,-6.468714,-7.268364,-3.151118,-4.969081,-13.39252,-7.034363,19.026785,11.756751,-6.161362,8.094055,0.110075,-2.042923,-4.414702,15.906749,-21.027968,-5.465929,-5.869665,-7.384308,1.080414,-4.604424,-1.792256,-13.569726,-11.643222,-16.257146,-18.191377,-8.032351,-18.302254,4.15669,-15.865422,-11.847922,-9.08495,-16.244417,-6.55006,8.954774,22.267637,-2.664432,5.706742,16.972699,24.083314,17.016736,10.549519,13.019032,5.054128,4.303225,6.234017,2.652493,17.757306,1.856042,15.29177,-2.481622,25.561343,7.995076,0.956122,3.947492,4.313669,3.334825,11.501923,18.376123,12.862864,7.564958,11.364877,-1.811942,-0.040466,1.60108,1.429381,0.956542,23.31234,10.828069,9.567189,11.236977,9.359698,13.978643,6.275451,3.403614,-2.207163,6.277857,-10.548437,-2.871125,-0.776417,0.718346,-9.573833,-11.532973,-10.546957,5.90688,-2.40751,-15.12974,6.840495,-5.799324,1.418154,-2.121859,0.311306,-24.246589,-27.895724,-34.521059,-45.615034,-49.532251,-33.447188,-27.134446,-38.289159,-31.307606,-25.559159,-4.677128,-6.361619,-13.672256,-13.477233,-16.108708,-9.771461,-16.766962,-13.325647,-17.146523,-20.674505,-8.501232,-4.248184,-10.991977,-3.556145,-14.24122,3.519515,-2.600744,6.788335
ctl,0.975295,1.477723,-5.015174,-2.463919,-4.762238,-1.46765,-2.468469,-2.106298,-5.208006,-7.248944,-5.659775,-9.803463,-10.677279,-8.545161,-9.394348,-13.19061,-12.326908,-8.311824,-6.109255,-12.660006,-4.88522,-3.003815,-5.106866,-4.473892,-7.834354,-7.242863,0.426687,-1.570498,-1.823891,-0.430386,-1.461714,-1.425506,-3.867593,-0.647134,-5.3225,-1.442306,-2.604787,-1.594333,-0.411476,-4.972793,-0.860162,-4.999962,-1.708983,-8.245981,-5.948659,-8.755249,-4.856804,-7.723031,-5.133046,-7.254308,-6.220387,-9.012872,-6.999971,1.969154,-0.242765,-0.695804,0.547339,2.694965,-4.259055,0.595169,0.572817,1.131118,-1.707255,-0.550904,2.543196,0.087389,2.001364,-0.895503,1.122368,-0.413804,-2.025396,0.277817,0.214893,0.016032,-0.963628,-0.346914,0.850425,0.362956,-0.676983,-0.562422,1.702627,-1.571629,0.236619,-0.275596,-0.746399,-1.803526,-0.161146,0.096332,-1.902051,0.097601,-0.800431,-0.631706,-0.343018,-0.49018,-2.999363,-0.751066,-8.058842,-3.184849,-2.79405,-0.914867,-6.898036,-6.996704,-8.845498,-8.175212,-1.211392,-8.015558,-3.348227,-5.117186,-1.318035,-3.241172,-3.250915,-17.949571,-8.848734,-13.045,-16.200145,-10.586825,-17.125756,-11.395198,-17.171535,-14.557582,-7.521944,-3.815859,-4.891594,-5.560551,-7.536213,-8.65118,-10.99909,-8.666536,-3.550349,-7.710615,-5.915577,-4.283619,-2.791194,-6.9768,-2.037296,-1.394637,-0.907706,-1.573988,-0.193321
oap,-0.77619,1.330988,-7.610248,-2.46838,-5.468643,-2.602487,-3.475309,-1.024914,-5.246363,-7.971929,-5.585815,-9.667978,-9.903998,-8.758089,-9.694525,-10.77186,-6.700355,-8.083732,-6.360851,-13.095646,-7.093948,-7.701338,-5.547962,-5.099618,-9.168185,-7.405144,-0.31565,-0.487176,-2.382542,-0.583086,-3.203266,-1.704315,-3.104086,-2.51782,-4.968147,-1.70602,-3.919601,-2.591471,0.054203,-6.378873,-1.03954,-6.106286,-1.553556,-8.203481,-9.138861,-8.765953,-3.902696,-6.037552,-5.784035,-7.598765,-6.212302,-9.487116,-8.724307,0.210702,0.182504,-0.272746,0.269865,1.914602,-2.606887,1.18692,-0.121194,-0.724672,-1.772255,-0.366064,2.389111,0.556152,-2.069737,-0.655372,3.002455,-0.600985,-1.295412,-0.754051,-0.129454,0.21771,-0.321655,-0.39281,0.560283,0.78416,-0.553091,0.19716,2.138397,-1.389035,-0.310948,0.206153,-1.568088,-0.096143,-0.521802,0.160568,0.481372,-0.202687,-0.747998,-0.582649,-0.392376,-0.829221,-3.047678,-0.843145,-6.363616,-2.816385,-2.142916,-1.365145,-7.159027,-5.154285,-7.738804,-6.309058,-1.909232,-10.301941,-3.51462,-5.339287,-1.494537,-3.811792,-3.698544,-18.381156,-9.857206,-15.717966,-17.347775,-10.08531,-22.367101,-11.890327,-17.706407,-17.703324,-8.356161,-4.571665,-5.64254,-10.960696,-7.533985,-7.411367,-6.995249,-9.122265,-4.579362,-7.639373,-5.137877,-4.95902,-3.16574,-7.598237,-0.817075,-1.575132,-0.667271,-2.426792,-0.193976
rmk,1.342408,-0.15388,-4.080724,-2.476423,-1.709535,-1.910733,-2.369319,2.369617,-6.119334,-7.959812,-11.436979,-11.479001,-10.55241,-6.042247,-10.249825,-12.273732,-9.458518,-8.677688,-8.498896,-10.32905,-4.88709,-7.017707,-5.684053,-4.511079,-9.449746,-8.017143,-0.625529,-1.474916,-1.070446,-1.743324,-1.649552,-1.545241,-3.60667,-0.292368,-4.789405,-1.580697,-3.618896,-1.923241,0.060464,-5.77688,-0.716096,-5.540364,-1.262456,-8.43504,-11.882971,-9.03193,-3.8867,-5.161689,-6.323352,-6.624037,-5.273186,-9.525264,-9.838106,0.533486,-0.169263,-0.133159,0.027181,0.649615,-1.632736,-0.000148,-0.170418,-0.386948,-1.489427,0.044364,1.078441,0.144075,0.392719,0.548382,2.838234,-0.771302,-2.161102,0.098968,-0.187711,0.47148,0.116447,-0.230195,0.239124,0.26359,-0.363327,-0.365067,0.89981,-1.521349,-0.79138,-0.212904,-1.115282,-0.872373,-1.238585,0.62836,1.074755,-0.250036,-0.824473,-1.09636,-0.197485,-0.123257,-3.366264,-0.52368,-5.077572,-3.171422,-2.156843,-1.527994,-8.016337,-3.054603,-5.533173,-13.280024,-0.928508,-6.094675,-2.599335,-4.302369,-1.172298,-3.530837,-3.318487,-17.974037,-13.129065,-13.147537,-12.425421,-9.896552,-30.519921,-16.26009,-13.18014,-16.672134,-5.508561,-2.281054,-5.524452,-5.365601,-7.565027,-4.765835,-17.560019,-9.819071,-6.922402,-7.633822,-6.137533,-4.999589,-3.19933,-7.560133,-2.727044,-0.638283,-0.883529,-1.326151,-0.545795
wol,6.621508,2.8554,-4.790882,-6.193659,-2.064297,-1.489225,-4.391228,7.515861,-14.106721,-8.547932,-6.508494,-11.64932,-10.575622,-6.034582,-16.720683,-12.204714,-7.57118,-9.205538,-6.280519,7.293889,-1.271274,-9.182345,-3.670149,-11.272131,-14.646265,-3.352941,-2.901184,-11.16136,-5.315755,-10.067559,-4.025307,-2.488643,-4.595847,-4.973406,-3.229078,-0.052232,-3.643534,-2.421924,-0.808311,-6.245153,-12.422556,-4.106692,0.553421,-7.184665,-15.59357,-7.971063,-3.30214,-20.78105,-10.79495,-4.631732,-7.939856,-17.19372,-8.605324,8.940186,32.077828,13.359219,18.270911,7.727322,0.849303,15.979411,7.372143,5.345444,6.876424,-2.001409,14.934709,26.266283,1.354403,3.385012,11.427609,6.495808,6.625572,3.835907,6.338915,9.453041,2.467808,33.022159,11.402425,11.377926,-2.804982,3.319713,12.762624,-3.72937,1.026275,0.689177,-4.513402,3.020199,0.074608,0.803121,-2.549329,-1.739704,-0.139355,1.518607,0.897364,0.280741,-3.344256,-0.180319,10.512957,-3.465065,-7.472549,0.254299,30.314067,2.750407,30.800872,17.800853,-1.090501,24.714858,-3.628652,-2.169201,-0.1041,0.624809,-0.64205,-21.0046,-12.335956,-15.658305,15.149313,-18.510202,-37.990402,-10.665792,-19.571107,-23.556148,-10.3428,-2.712462,-5.71221,-31.676228,-2.868085,-13.174963,-18.089958,-28.764337,0.019245,-22.044525,6.190995,-18.257131,-2.819187,-8.215032,0.377481,0.032503,5.099655,5.302187,1.757052
frs,0.791933,1.591205,-1.800043,-2.633588,-3.796587,-0.291917,-1.335625,-1.140866,-7.404206,-7.852601,-27.15814,-7.907908,-13.767641,-13.224532,-13.419539,-10.801063,-7.255826,-10.556425,-11.400128,-18.581207,-5.688708,-9.015046,-3.196373,-2.707254,-12.890457,-5.52463,0.822287,0.413192,-0.061355,0.297767,-0.149065,0.422482,-4.26765,0.792912,-5.649025,-0.496813,-4.274575,-0.663259,0.994638,-4.75763,1.745146,-3.095311,-1.017265,-14.062479,-12.491108,-12.466138,-2.74802,-8.530579,-5.095063,-6.549857,-6.461223,-16.682085,-10.657588,1.152435,2.03732,-0.534463,1.056472,0.775595,1.300059,0.954992,1.46712,1.111743,-0.145475,0.870778,1.473727,1.219839,0.829704,0.778755,1.523631,1.064642,1.299896,0.787754,1.232464,0.850922,0.806278,1.027607,0.9719,1.223584,0.817081,1.249896,0.567719,0.577373,0.768348,0.327457,0.864284,0.63346,1.439729,0.625173,0.261321,1.052541,0.872509,-0.283421,0.553898,-0.13178,-1.633183,-0.515782,1.667294,-1.521426,-2.196524,-0.158462,2.108199,-2.119872,1.905201,0.248385,-0.031306,2.37752,-2.119251,-0.60211,-0.542442,1.113473,1.059941,-11.447772,-6.053612,-10.313256,-22.548403,-4.711151,-29.100929,-8.036114,-7.184221,-9.874616,-7.41015,-1.185549,-3.332522,-3.524606,-5.281663,-3.33143,-8.606575,-6.415187,-4.111787,-6.393417,-3.585641,-3.167977,-2.221496,-6.857348,-2.515686,-1.227793,-0.458685,-1.369737,0.265483
fsh,-0.613717,-0.530782,-2.189519,-1.809258,-1.677774,-0.884014,-1.252853,-1.147485,-2.478875,-5.399403,-7.683683,-9.400995,-7.570387,-9.216909,-7.315112,-7.723021,-2.852257,-5.253883,-4.865131,-11.891573,-5.199977,-5.849932,-4.848962,-3.152883,-6.585197,-5.674658,-0.247049,-0.320817,-0.772007,0.196753,-0.783594,-0.470384,-3.814277,-0.058615,-3.893711,-0.31136,-3.796365,-0.991322,-0.541811,-4.006764,-0.656346,-4.98028,-0.963115,-7.288798,-2.882197,-5.415109,-2.410456,-2.336014,-3.933303,-3.62065,-4.091809,-6.448688,-5.192999,0.111989,0.024527,-0.405921,0.027159,0.1509,-0.075098,0.187896,0.153385,0.066116,0.208582,-0.032849,0.238366,0.133088,0.242141,0.160519,-0.028365,-0.15792,0.068213,0.160526,0.077825,0.162838,-0.113674,-0.035191,0.095212,0.075443,-0.06387,0.177137,0.224276,-0.26769,0.26074,0.002876,-0.666131,-0.065142,-0.170942,0.323567,0.52346,-0.158331,-0.253343,-0.160826,0.206188,-0.319136,-1.9382,-0.360275,-2.243066,-1.214382,-1.208432,-1.083053,-2.052073,-4.826198,-3.50111,-2.318904,-0.33386,-2.424915,-2.363326,-3.150781,-0.501222,-1.199855,-1.584926,-13.584893,-7.739129,-16.576945,-14.675817,-7.204007,-17.271623,-6.822006,-13.800949,-11.419478,-4.735352,-2.842643,-4.893135,-3.721384,-6.245689,-8.155868,-3.667161,-7.012253,-5.279485,-3.118357,-5.049565,-3.01664,-2.135523,-6.059414,-1.501567,-0.273166,-0.602936,-1.252506,-0.437411
coa,-1.586404,-2.257884,-2.403623,-2.149566,-2.082755,-1.611163,-1.569202,-1.60545,-3.389342,-3.573158,-3.231866,-8.208379,-2.570669,-11.758828,-4.227615,-4.427592,-2.724876,-4.042313,-3.594712,-11.751967,-5.168793,-4.083695,-2.139115,-3.680165,-4.351348,-3.934342,-1.600293,-0.838014,-1.304463,-0.784737,-1.359188,-0.912006,-1.592523,-1.088163,-0.920758,-1.284617,-2.080533,-0.716581,-1.275634,-1.318395,-1.154874,-2.117213,-1.620179,-3.035182,-3.527863,-3.172829,-1.973266,-1.344715,-2.573294,-3.037414,-1.498044,-3.384656,-2.95644,-0.736846,-0.931062,-1.323632,-0.603351,-0.937521,-0.454464,-0.70239,-1.13376,-0.722303,0.126753,-0.610558,-0.461756,-0.99148,-1.286526,-0.780849,-0.952993,-1.20816,-1.023653,-0.579593,-1.014527,-0.620254,-0.977038,-1.17295,-1.165795,-0.818452,-0.65202,-0.630794,-0.94564,-0.472542,-0.608354,-0.467732,-0.834838,-0.429203,-0.942964,-0.848673,-1.08289,-0.176985,-0.448504,-0.670216,-0.287574,-0.162842,-1.617729,-1.948226,-5.042514,-2.002546,-1.520425,-1.187664,-8.990535,-5.038152,-10.309378,-1.84717,-0.915572,-9.807564,-1.160273,-1.396982,-1.010501,-1.195016,-0.873743,-3.246824,-2.386364,-2.866499,-10.540499,-0.037362,-15.501568,-3.095911,-13.587953,-3.602414,-2.058266,-1.492131,0.409128,-2.050718,-2.634243,-1.538243,-3.116422,-1.635859,-1.568287,-0.838889,-1.184438,-2.518451,-1.154199,-2.215201,-1.884132,-1.088121,-1.640016,-1.53514,-1.056628
oil,-1.08099,-1.36395,-1.714397,-1.580905,-1.736786,-1.327668,-1.153123,-1.077712,-2.221396,-2.037137,-1.881101,-2.449953,-2.295745,-4.650509,-3.081954,-2.959147,-2.64789,-2.547622,-2.305957,-9.602552,-1.581625,-2.869367,-1.249985,-1.745753,-2.825213,-0.915536,-1.112695,-0.992575,-1.113478,-1.006177,-1.131334,-0.598333,-1.308522,-1.058528,-0.860072,-0.935226,-1.814241,-0.779225,-1.289882,-1.239134,-1.056263,-2.182752,-1.008386,-4.876209,-3.077696,-1.818634,-1.732049,-1.391675,-2.464853,-2.797704,-1.526652,-2.194442,-1.984192,-1.086198,-1.178162,-1.195973,-0.947448,-0.820764,-0.180272,-1.022448,-1.099194,-0.918569,-0.933781,-0.982859,-0.988203,-1.012852,-1.087634,-0.984198,-1.600965,-1.578387,-1.001862,-1.078217,-1.226164,-0.892408,-1.185257,-1.108886,-1.013419,-0.816962,-0.940194,-0.725877,-1.211831,-0.992139,-1.172557,-1.119358,-1.0169,-1.076683,-0.719221,-1.136955,-1.097029,-0.986643,-0.796146,-0.736831,-0.876695,-1.128498,-0.763734,-0.996348,-1.519299,-1.04674,-1.308179,-1.217628,-1.497504,-1.45737,-1.799087,-2.074967,-1.178948,-1.4095,-0.986405,-0.947569,-1.14139,-0.99921,-0.651122,-2.118235,-1.510341,-1.691039,-0.301252,-3.37766,-2.129624,-2.231877,-12.808792,-2.019299,-1.566371,-1.0542,-0.591035,-1.249912,-1.42747,-1.13898,-4.78854,-1.534993,-0.95855,-3.808647,-0.697008,-2.468725,-1.038869,-1.680303,-1.946858,-1.441208,-1.137783,-1.148324,-1.129523
gas,-0.176152,-0.180407,-0.638853,0.143253,-0.437853,-0.602373,-0.234332,-0.648974,-1.208108,-3.777817,-0.875651,-1.934736,-0.807318,-2.264428,-2.641309,-3.970762,-0.621352,-3.241405,-7.179616,-2.275371,-3.350112,-1.982218,-0.754089,-3.139458,-0.73951,-0.611516,-0.46633,-0.473207,-0.591665,-0.364198,-0.634891,-0.237162,-0.65943,-0.487862,-1.792177,-1.048665,-2.796027,-0.158613,-0.388894,-0.737972,-0.284334,-1.268791,-0.540091,-4.518052,-4.290145,-2.088562,-1.118465,-0.809098,-0.517661,-2.677457,-0.048429,-1.541424,-1.337445,-0.395246,-0.456295,-1.258998,0.384516,-0.179984,-0.131245,-0.30614,-0.404672,-0.402229,-0.294744,-0.365401,-0.45259,-0.322333,-0.338008,-0.277934,-0.554267,-1.403481,-0.415956,-0.540868,-0.592965,-0.330026,-0.405405,0.142134,-0.03784,-0.2623,-0.304978,-0.124799,-0.456984,-0.476281,-0.495014,-0.080017,-0.278397,-0.396401,0.017052,-0.430705,-0.846974,-0.313153,0.005406,-0.320089,-0.336996,-0.116509,-0.210276,-0.405969,-1.967134,-0.152796,-0.852155,-1.008089,-0.573315,-0.587845,-0.813426,-2.007384,-0.468349,-0.823512,-0.161525,-0.16777,-0.014836,-0.467179,0.093955,-1.500869,-4.185279,-11.585285,0.309462,-3.658248,-1.432031,-4.787166,-9.027398,-5.897016,-0.938147,-1.998322,-4.939391,-1.436995,-3.266142,-0.645201,-2.481777,-1.281454,-2.547089,-6.136476,-0.174034,-0.891045,-0.901099,-0.608521,-1.372824,-1.560377,0.501096,-1.40316,-0.53676
omn,-1.21542,-0.249191,-3.785652,-2.453975,-1.552377,-1.054478,-0.980953,-1.660663,-5.416592,-4.502481,-5.079855,-11.460183,-8.604711,-4.052289,-8.421871,-6.472402,-9.862588,-6.950794,-5.423818,-4.253611,-5.726821,-5.544842,-4.890284,-3.296319,-10.54388,-6.840359,-0.959417,-0.59217,-1.074174,0.392067,-1.051628,-0.025094,-2.039443,-1.735222,-3.366088,-1.051813,-5.252933,-0.472732,-0.877388,-2.933832,-0.846834,-6.917827,-0.888844,-3.959456,-14.466517,-8.362506,-2.023437,-13.586604,-4.897852,1.18043,-2.891627,-3.040543,-5.758412,0.136785,-4.612166,-0.18989,0.040738,0.109072,-0.115376,-0.49666,-0.344974,-0.31608,-0.191405,-0.008032,0.130578,-0.253955,-0.630335,-0.293598,-0.132634,0.53397,-0.092258,-0.040155,-0.162555,-0.014427,-0.182742,-0.32078,-0.67262,-1.074561,-0.870464,0.018103,-0.305139,-1.570286,-0.309042,0.663269,0.485984,-0.57769,0.142753,-0.980785,0.385416,0.596089,0.60284,-0.935396,-0.116185,-0.419439,-1.269454,-0.320923,-4.956973,-1.845108,-3.177444,-4.004532,-4.185114,-4.141776,-5.380898,-4.92855,-0.877358,-3.827775,-0.322306,-2.710238,-1.535024,-1.397448,-1.681346,-5.212201,-7.444273,-8.231309,-2.72035,-1.608405,-15.841444,-6.62457,-7.065449,-1.92997,-3.586757,-1.171711,-3.65266,-2.495483,-2.553507,-0.425958,-7.080923,-2.746489,-3.269437,-1.956542,-2.909823,-2.044932,-0.666184,-3.918323,-0.39562,-0.754483,-1.805432,-0.700351,-1.092896
cmt,1.428291,1.470478,-5.69833,-2.710317,-5.121364,-1.78022,-3.109972,1.08531,-5.443696,-6.353031,-17.411131,-9.966157,-11.233857,-6.295751,-14.256458,-11.764022,-12.298199,-7.590452,-5.718404,-12.314915,-2.388153,-8.045348,-6.251561,-3.815353,-9.159662,-8.655322,-0.030853,-1.485081,-1.316702,-0.445323,-1.559469,-1.357871,-3.732787,-0.54165,-5.02433,-1.273459,-2.210182,-1.409664,-0.838002,-4.884779,-0.740088,-4.993252,-1.745353,-8.451015,-0.406063,-7.378007,-5.304257,-2.312598,-5.03857,-7.544607,-5.080136,-8.793787,-7.055168,1.165992,-0.58613,-1.330179,0.971913,3.018718,-0.37507,0.413504,0.324767,0.928052,-2.28562,-1.426561,2.427542,0.009835,1.213781,-0.569561,0.229786,-1.092847,-2.788388,0.426033,0.39936,0.342826,0.202944,-0.290071,0.690481,-0.233029,-0.437259,-0.774317,1.18787,-1.556075,0.386397,-0.872797,-0.575684,-0.04449,-0.203283,0.573526,-0.61475,0.363919,-0.535035,0.023543,0.021258,-0.482844,-2.09796,1.483048,-4.775984,-3.312335,-2.968204,2.328178,-5.038368,-4.71892,-6.518985,-7.140956,-0.980083,-7.802256,-2.62882,-3.004373,-1.0543,-2.853884,-3.005797,-18.10589,-8.621889,-14.484844,-16.753949,-9.067262,-18.244696,-9.638868,-15.091108,-13.891909,-7.61194,-3.482507,-3.558314,-3.712864,-7.855102,-9.569838,-6.744381,-8.760647,-6.771495,-7.542718,-5.944762,-4.041486,-2.495112,-6.697633,-2.471761,-1.544356,-0.885408,-1.335957,-0.628277
omt,1.319779,-0.191964,-11.053747,-2.656008,-2.038317,-2.659507,-3.376729,1.590147,-5.404712,-8.227069,-4.981923,-10.064823,-10.182547,-7.998513,-9.688608,-10.260652,-10.796779,-9.301507,-10.644113,-12.960959,-0.525029,-8.421429,-5.458259,-3.872643,-8.487006,-8.124744,0.378785,-0.412875,-2.709736,-0.415542,-3.213331,-1.695591,-2.497763,-2.82303,-4.688605,-1.619471,-3.949875,-2.479795,0.282973,-6.466458,-1.102734,-6.27888,-1.449573,-8.697131,-9.173984,-7.630446,-3.316086,-5.100004,-5.953414,-8.668407,-4.669184,-9.547959,-9.887684,0.246723,0.385514,-0.231159,1.171683,2.325067,-3.304368,0.551485,-0.17689,-1.695828,-1.501239,-0.258033,3.873087,0.917777,2.09157,1.029317,3.219478,0.037295,-1.068326,-0.664119,-0.282938,0.86208,0.671075,-0.551244,0.772607,0.76986,-0.661467,-0.048101,2.587401,-1.638736,1.012917,-0.007322,-0.959978,0.278561,1.270037,-3.228196,-2.617861,0.243777,0.464258,2.162489,0.247649,-1.747705,-4.286477,3.326002,-7.237915,-3.434699,-2.206069,-0.035478,-12.87262,-3.892638,-8.575274,-7.930645,-1.834094,-14.376425,-1.947165,-3.163795,-1.676095,-3.147069,-3.161358,-17.13126,-10.274172,-15.812125,-20.665663,-9.078622,-22.272509,-11.423642,-17.547686,-19.916315,-12.656365,-7.465878,-5.000534,-3.318312,-10.773765,-6.173927,-6.492497,-11.177179,-6.510279,-7.42771,-6.615697,-4.777491,-5.002169,-7.071887,-1.670594,-2.871475,-0.636209,-3.90066,-0.389319
vol,9.021091,8.19291,3.106574,-0.771101,-1.356708,1.499783,-1.24372,0.701386,-4.680439,-5.036146,5.618239,-11.020954,-12.64667,-5.683824,-16.378734,-15.869571,-3.240624,-9.624754,-6.313424,-5.336961,-5.029699,-9.188933,-4.971895,2.067558,-3.070296,-5.7167,9.647517,2.909968,-0.669175,1.147117,-5.457415,-10.054845,-3.899565,4.548084,-6.203642,1.893958,2.422071,-0.549514,2.954208,-5.285779,1.722428,-6.306619,0.234433,-15.843429,-20.272601,-11.360368,-16.513581,-2.468357,-2.722651,-13.474421,-8.708548,-8.896101,-6.425604,3.962984,9.843497,11.453826,4.451054,11.078683,7.357735,9.886422,3.994569,2.610398,2.824338,1.858832,11.214181,6.477212,9.417771,13.064765,7.755009,8.881056,-0.59121,4.759848,4.789554,1.636832,8.107918,-0.474971,11.969302,0.835094,11.429916,-3.21418,7.646877,-9.200454,2.347331,3.363088,-1.17656,0.688416,5.135554,9.624209,1.669563,2.429255,6.597416,6.747463,18.470946,-2.72858,-21.114585,-13.074169,-1.403108,-0.766651,-0.72764,2.826881,-5.067591,2.694339,-3.189603,-5.432675,1.790846,11.107691,-8.985241,-25.094974,0.103886,-5.102746,-0.263017,-26.897557,-8.232179,-9.817167,-2.250104,4.473062,-69.653023,-18.58076,-9.68675,-23.721561,-12.44362,12.031529,-19.756255,8.584139,-3.345989,10.932844,-8.308046,-3.496278,-7.479161,4.873606,-4.352194,-4.665056,4.24069,-7.680776,-0.950104,10.289441,2.990662,-1.95322,4.892853
