qo,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
otn,1.319915,-3.030283,-6.459938,-2.789501,-9.7608,-1.270243,-3.041273,6.510453,-6.573615,-11.79479,-9.13089,-6.299424,-12.71092,-9.184036,-12.097766,-14.100109,-18.406126,-10.12245,-9.456889,-13.974003,-3.813366,-10.452318,-5.004261,-3.493394,-9.792828,-5.482875,-0.323186,-0.557679,-0.397709,2.187215,-0.562853,3.023575,-3.230894,-0.216388,-3.727207,0.394098,-7.755873,0.307899,-0.01443,-4.35564,0.257396,-10.50335,-0.0287,-11.572164,-5.587577,-4.679088,-3.961103,-4.556483,-7.960162,-9.039496,-8.636873,-21.760004,-15.3757,0.959785,0.9572,-0.469996,0.478799,0.160453,1.698865,0.615348,-0.712371,0.081469,-2.05051,-0.681462,-0.283555,0.056757,-0.248714,0.09248,2.529854,-0.912735,-0.365965,0.638611,0.821789,0.641548,0.246098,0.545113,0.205933,0.624566,1.241006,1.160229,0.448721,2.667432,0.747858,0.305625,-0.853633,-1.439159,2.654938,-0.008173,1.05136,0.430619,1.159942,0.411855,0.071704,-0.606156,1.266658,-2.035393,-9.440519,-1.634988,-3.179428,1.097848,-10.62128,-7.405065,-10.535904,-12.664424,0.200348,-9.640411,-1.807715,-2.406525,-1.127439,-0.299677,0.161035,-16.93857,-8.877776,6.355831,-6.327097,-9.349424,-20.763136,-11.765865,-7.482461,-4.344436,-9.8289,0.075492,-0.012461,-1.417165,2.15108,-1.706416,-7.352504,-6.718831,-1.514058,-2.608336,0.13931,-2.092362,-1.909947,-1.983869,-1.164098,-2.483669,-0.472412,3.770605,-1.960689
ele,2.920463,0.149566,-8.248869,-2.050318,-4.457033,-0.125006,0.380054,6.313652,-4.518821,-13.138374,-13.168121,-10.717902,-9.392159,-9.479948,-11.251592,-9.27219,-12.742264,-6.309272,-6.338464,-13.960227,1.000983,-9.497049,-3.391751,-3.408563,-10.77668,-4.964731,0.341426,0.450008,1.974632,0.449255,0.384357,2.555142,-3.850694,0.941951,-2.565542,1.293058,-5.876903,0.835372,0.973598,-5.08322,0.771767,-4.144507,-0.540213,-10.36081,-10.789625,-6.961167,-0.439999,0.038599,-5.078186,-5.388456,-5.740791,-12.847059,-9.709679,0.995669,2.041361,2.048177,1.618519,1.15762,1.323499,1.233979,0.468849,1.448282,0.561849,0.732966,2.077272,0.823726,0.784319,0.931996,2.368389,2.474981,0.870283,1.721785,1.15002,1.345921,0.784558,1.429698,0.94461,1.985917,1.605096,4.407128,0.876694,3.373055,0.378245,0.872827,1.60897,2.017057,3.063925,1.4031,1.031477,1.416893,1.188376,1.219664,0.678895,0.05753,0.655873,-2.237762,-3.829994,-0.857505,-2.848442,-0.245316,-5.191381,-2.117511,-6.29071,-6.501419,0.623896,-3.774786,0.478135,-2.74308,-0.129745,1.081969,-0.03702,-14.635259,-9.37479,-1.867187,-5.771042,0.851456,-19.754289,-4.890076,-9.714353,-6.292267,-5.022822,-1.444696,1.167267,-1.056444,0.231398,-1.802726,-5.228008,-6.674879,-2.059821,-1.655156,-1.872825,-1.679138,-0.978261,-5.305303,-3.723614,-0.798763,0.137815,-1.752839,-0.273816
ome,1.865854,-0.770479,-8.642022,-2.295107,-9.216731,-1.119474,-0.898866,6.48628,-6.956076,-14.561078,-5.364277,-11.015083,-13.073794,-10.120487,-13.07701,-11.895828,-17.290329,-7.808151,-8.776618,-15.336014,-0.990631,-10.196895,-2.827342,-3.460181,-10.505172,-5.001421,-0.200648,-0.221176,-0.770063,0.26879,-0.819978,2.328195,-3.701165,-0.304818,-3.598388,1.310274,-7.294409,0.938675,0.170761,-3.966388,0.957934,-9.761278,-1.034913,-9.062687,-4.12112,-9.398213,-3.434574,-8.548445,-4.270404,-8.609534,-6.355739,-53.953795,-10.972548,0.690585,0.925635,1.106573,0.640627,0.591621,1.640971,0.05746,-0.167024,0.148358,-0.283085,0.194965,1.443482,0.269502,-0.142529,0.077228,1.001448,0.359139,-0.648901,0.537374,0.093761,0.590195,0.523328,0.668326,0.30608,0.846123,1.470391,2.385836,0.331242,2.376323,-0.37663,-0.20279,0.782143,-0.0744,1.205462,0.070487,-0.252136,0.610222,1.930748,0.540354,0.919408,-0.680267,1.069702,-4.158814,-4.655615,-0.334917,-2.560217,-0.873241,-5.97671,-0.211811,-2.185524,-5.031308,0.388676,-3.386727,0.24396,1.365465,0.232877,-0.635505,0.628774,-11.642394,-10.246832,-6.09624,-14.679684,-3.697908,-20.86683,-12.118103,-10.195307,-8.406397,-7.91645,-0.683798,-0.961413,-0.708531,-0.064244,-3.792697,-6.903251,-7.241291,-1.324293,-2.535321,-0.85778,-2.029762,-0.51231,-5.166817,-6.410494,-1.23523,-0.441456,-2.162312,-1.170397
omf,1.351471,0.157239,-6.303611,-2.389444,-2.392748,-0.598769,-0.911952,3.933856,-6.535885,-10.903339,-19.111018,-10.39691,-11.317368,-10.7809,-12.886812,-12.783133,-13.241368,-5.986192,-7.017691,-12.657992,-3.891401,-9.611083,0.474902,-1.091472,-4.856826,-4.556993,0.657869,0.207959,-0.389514,0.776045,-0.277254,1.793311,-4.183546,1.895274,-4.790911,-1.137128,-5.56986,-1.118979,0.212629,-4.463009,-0.096187,-7.095866,-1.333853,-12.160537,0.539203,-12.390255,-2.932429,-9.030225,0.307195,-0.089848,-5.154172,-11.738937,-9.538513,0.907339,2.630317,0.511846,0.746868,0.950887,1.230251,0.510651,0.29237,0.562164,0.376487,0.402775,1.109205,0.401496,-0.008066,0.565058,1.5779,0.701203,-0.330281,0.411539,0.243421,0.745046,0.450521,0.579304,0.445721,0.761156,1.51995,1.297024,0.991431,3.161611,0.443349,-0.813237,0.323308,0.226634,0.768114,0.792138,1.106855,0.698276,0.986572,1.831609,1.575061,-0.486416,2.491429,0.413582,-7.260179,-1.288703,1.885138,2.309048,-6.108844,-0.908447,-8.18071,-6.775658,0.428083,-8.200101,3.851806,-1.62747,-1.384332,-0.468076,-1.505069,-7.839628,-9.745218,-13.26202,3.546353,-4.732301,-36.461484,-9.094783,-12.147732,-11.676349,-6.16007,-1.876638,-2.766632,-0.760969,-5.367005,-0.240014,-9.764503,-4.392759,-0.74391,-2.897813,10.339738,-1.389961,-2.619851,-6.200672,-3.862661,-0.274076,-0.457573,-0.500251,-0.230644
ely,0.19045,0.041993,-2.633599,-2.155617,-3.254424,-0.689185,-0.496355,-1.741762,-4.424747,-8.275237,-5.85122,-10.462952,-11.80647,-8.689809,-10.478121,-11.979003,-9.116442,-7.191777,-7.518517,-14.169576,-4.934437,-7.151169,-4.948068,-3.905292,-11.067003,-5.432837,0.080728,-0.054074,-0.770725,0.455948,0.013316,-0.569811,-3.25144,-0.596195,-4.643796,-0.488135,-6.194272,-0.162858,-0.217568,-4.000087,-0.067118,-6.315982,-1.362205,-8.458195,-9.089738,-7.827994,-3.740169,-9.65267,-5.826153,-6.010521,-5.305229,-9.090457,-7.339637,0.207232,0.307502,0.269794,0.309952,0.524,0.271876,0.343837,0.011999,0.276926,0.449666,0.239706,0.785879,0.504949,0.313542,0.258801,-0.258463,0.570483,0.998714,0.434936,0.374466,0.531868,-0.123758,0.315471,0.159562,0.35254,0.206435,0.459726,-0.729634,-0.460738,0.294486,0.26746,1.476825,0.05052,0.477927,0.249436,1.10966,0.564633,0.291169,-0.569138,0.471553,-0.07564,-1.682391,-0.880416,-2.360101,-0.891376,-1.518759,-0.831102,-3.22658,-3.334039,-5.197411,-4.332655,-0.07188,-5.484332,-2.198466,-3.054124,-0.783339,-2.054185,-2.117698,-12.91034,-7.790058,-12.327597,-14.352086,-7.621205,-20.39188,-10.847419,-14.128927,-12.522583,-4.783799,-2.707641,-3.13204,-3.146003,-5.829133,-5.133851,-6.177134,-7.563664,-4.439686,-4.71049,-3.704306,-2.933636,-1.065373,-7.372404,-3.382953,-1.530546,0.105058,-1.717925,-0.434355
gdt,0.307285,-0.175809,-3.338327,-0.943256,-6.146577,-1.150969,0.282212,-1.387848,-5.865535,-17.085237,-14.955082,-1.006721,-12.282318,-10.735595,-10.546207,-11.984383,-9.477739,-6.947669,-7.634768,-12.957574,-4.516518,-7.034228,-5.153122,-3.931279,-11.009771,-1.037329,-0.0507,-0.175778,-0.766367,0.11717,-0.603424,-0.24077,-3.042955,-0.813937,1.534198,0.428106,-4.68291,-0.005548,-0.748966,-2.899056,-0.369999,-7.427321,-1.553967,-9.025088,-8.581934,-9.957791,-3.07372,-4.314098,-5.252219,-3.906173,-6.523598,-9.062182,-7.80884,0.515393,1.179686,0.217493,0.971395,0.594392,0.156865,0.699743,-0.000522,0.025367,0.996383,0.437495,0.30487,0.508257,0.59601,1.032347,0.28931,0.589983,0.25714,-0.068363,1.227648,0.957596,0.915525,2.433596,1.026715,0.289633,0.626381,0.568126,-0.509109,-0.428431,0.19362,0.758966,0.096178,0.08992,0.422603,0.508184,-2.680409,0.499998,0.250275,0.604097,-0.287074,0.775699,1.641063,-0.731007,-3.238989,-0.687403,-1.555625,-1.080425,1.329052,0.361874,-3.751724,2.318173,-0.598089,-6.005136,-1.530745,-1.547877,-0.305696,-1.737968,-1.71631,-14.632079,-7.315974,-12.329552,-14.338799,-1.283471,-19.136632,-10.900539,-13.227176,-4.123141,-5.070656,-2.157096,-3.410779,-3.246526,-3.291804,-5.837396,-6.498773,-4.811085,1.386226,-4.580613,3.244313,0.213954,0.89413,-4.811668,-5.105532,-1.238198,3.359712,-1.870054,-0.562928
wtr,-0.287879,0.817266,-4.281699,-2.267545,-3.656861,-0.862612,-0.503227,-2.265253,-5.070458,-7.242194,-9.618399,-10.364872,-12.050424,-10.46267,-10.001611,-11.645384,-8.92513,-7.567705,-7.09124,-12.582643,-6.243796,-8.809697,-4.456093,-4.443208,-11.121117,-7.229915,0.330711,-0.145033,-0.671561,-0.066787,-0.546678,-1.33362,-3.686555,-0.020788,-5.101914,-1.208671,-5.055611,-0.438617,-0.540685,-4.320947,-0.356243,-7.68457,-1.134155,-8.959657,-10.473517,-9.027722,-4.159767,-18.785289,-6.075519,-6.567617,-5.977512,-8.310007,-7.530279,0.286124,0.158201,-0.084105,0.570476,0.202094,-0.184252,0.355012,0.305696,0.41123,0.208783,0.344146,0.531095,0.415786,0.262925,0.426293,0.266612,-0.001418,0.942242,0.470583,0.137441,0.603004,0.078704,0.400814,0.209745,0.37207,0.155603,-0.13687,0.37547,-0.281163,0.43141,0.190074,-0.030699,0.204477,-0.394088,0.450806,1.545987,0.695189,-0.300689,-0.096214,0.003606,0.049222,-1.161326,-0.685926,-3.313554,-0.836817,-0.279092,-1.546686,-3.72162,-3.12567,-5.459799,-4.812158,-0.050222,-5.900458,-2.61377,-2.925275,-1.721506,-2.029448,-2.221124,-12.064614,-7.92255,-12.007139,-15.810585,-8.50267,-19.317102,-10.103998,-13.736079,-13.503199,-4.761035,-2.573347,-4.298648,-3.658145,-6.099317,-5.156363,-6.631991,-6.286447,-5.169671,-3.85386,-4.100496,-2.408322,-2.646704,-7.760947,-1.978005,-0.81573,-1.072259,-1.83297,-0.502047
cns,-0.381965,0.773239,-5.169142,-2.119574,-3.207907,-0.857229,-0.574271,-2.853761,-4.675143,-9.323128,-4.747556,-11.602366,-14.343963,-12.734337,-11.050315,-15.7176,-9.740334,-6.792517,-6.928614,-15.755488,-7.169099,-9.800894,-5.473596,-4.534498,-11.935673,-9.146584,0.914204,0.217375,-0.636953,0.305333,-0.169674,-1.117691,-4.49389,0.233101,-6.410002,-1.451967,-5.719237,-0.568046,-0.342198,-4.148144,-0.203598,-7.973037,-1.235447,-10.948959,-11.83357,-11.046085,-4.357442,-8.320218,-7.567656,-7.345135,-6.710731,-6.812045,-9.087873,0.939775,0.63354,0.295012,1.085275,0.629593,0.448729,1.087145,0.882206,0.712061,1.141351,1.0561,0.660636,1.157538,0.970769,1.48316,0.886475,0.601314,0.720557,0.901249,0.925033,1.383018,0.584047,0.845339,0.680187,0.636291,0.386345,0.025393,0.994743,-0.340983,1.186459,0.988731,0.728097,0.887023,0.124522,1.597737,3.167002,1.465299,-0.092657,-0.963943,0.118294,0.094058,-1.641004,-0.61739,-3.214926,-2.027964,-1.447495,-1.498936,-3.650843,-2.942801,-5.431985,-4.9154,0.671826,-5.982094,-2.537733,-2.920879,-0.392522,-1.435836,-1.715355,-15.14382,-10.373103,-16.462216,-17.152409,-7.620109,-10.971832,-12.25089,-19.780037,-16.156294,-5.376252,-2.21345,-4.214022,-3.935104,-5.913112,-4.352081,-7.10278,-7.048523,-4.448097,-5.868421,-5.824916,-3.258988,-3.137018,-9.058477,-1.337392,-0.16694,-0.670699,-1.090526,-0.264654
trd,-0.483366,0.075558,-4.836665,-2.392128,-3.202264,-0.873365,-0.907606,-2.397908,-4.805337,-8.38786,-5.823277,-12.645576,-12.963558,-11.725674,-10.737062,-13.830532,-7.802174,-7.277321,-8.248151,-14.363847,-5.7167,-9.909735,-6.20631,-4.109205,-12.735657,-9.936536,0.283278,-0.184125,-0.751221,-0.232481,-0.54408,-0.888858,-3.585343,-0.033827,-5.339481,-0.056813,-5.002963,-1.244563,-0.507471,-4.476494,-0.320625,-6.58087,-0.757037,-8.866034,-9.338387,-7.841729,-2.983673,-6.22602,-6.447643,-6.422029,-5.256899,-7.169595,-7.756738,0.217766,-0.097589,-0.226168,0.514262,0.128507,-0.162462,0.14729,0.147472,0.085062,0.512708,0.382373,0.125358,0.28182,0.421892,0.92535,0.290492,-0.149284,0.020073,0.376358,0.111714,0.673689,0.082381,0.115283,0.035664,0.075839,0.044288,-0.029683,0.355861,-0.519528,0.202784,0.322242,-0.118134,0.13045,-0.195378,0.672733,1.910147,0.77692,-0.933068,-0.61835,-0.048935,-0.246775,-2.533884,-0.331072,-3.958421,-2.203719,-1.79917,-1.656971,-4.556271,-4.006457,-5.233488,-5.632084,-0.074113,-5.911976,-3.003027,-3.598934,-1.33031,-1.796011,-1.977259,-21.14504,-9.697145,-12.728801,-10.727423,-6.237775,-19.241793,-10.826967,-11.799143,-16.619388,-3.95242,-2.727898,-3.59083,-1.388728,-2.628741,-6.973852,-1.699088,-6.624888,-3.008005,-5.983112,-7.081301,-2.325402,-3.477347,-8.308311,-1.729071,-1.027619,-0.598348,-1.510938,-0.908044
otp,-0.195936,-0.218573,-3.854057,-2.21326,-3.232293,-0.712894,-1.014766,-1.46748,-4.164304,-6.422527,-4.097002,-7.185481,-10.615096,-8.990922,-9.165563,-10.708747,-5.12729,-4.724818,-4.071687,-13.296409,-6.771077,-8.314043,-4.953004,-3.715845,-9.796891,-7.245133,0.219213,-0.139278,-0.756936,0.127494,-0.72381,-0.898333,-3.101564,-0.047919,-3.809438,-0.793069,-3.807202,-0.930088,-0.846214,-3.660384,-0.521802,-6.47732,-0.627129,-6.954192,-7.054192,-5.353753,-2.625507,-1.717967,-4.55159,-4.133701,-4.234992,-5.424619,-4.698148,-0.569946,-0.600113,0.883017,-0.164228,-0.519655,-0.329893,0.419058,0.100103,-0.056253,2.795616,-0.01937,0.199349,0.450182,-0.536732,-0.721483,-0.091396,0.341936,-0.428944,-0.119446,0.149183,-0.123643,-0.622288,0.173367,-0.090527,0.136436,-0.277998,-0.186582,0.237784,0.352907,-0.417768,-0.565889,0.0848,-0.26008,-0.155012,-0.436127,-0.495003,0.503571,-0.25065,1.195241,-0.198047,-0.483318,-1.637339,-0.822824,-1.815849,-1.387624,-1.508525,-1.692666,-3.404445,-2.251859,-4.93723,-3.285307,-0.177432,-5.016875,-1.757881,-1.116266,-1.498475,-1.526711,-1.712444,-10.092516,-5.86907,-11.811199,-8.161057,-6.306443,-15.166013,-7.323257,-13.849354,-9.566476,-3.482801,-1.939303,-3.036567,-2.860094,-6.088581,-5.082014,-2.539838,-6.670788,-4.012206,-1.532659,-3.487965,-2.451796,-1.99925,-6.694843,-0.985505,-0.955282,-0.68603,-1.611495,-0.5723
wtp,-0.356441,-2.262688,-2.844419,-2.24825,-3.071268,-1.674557,-1.695982,-1.957196,-2.666984,-4.866834,-2.107276,-7.907797,-12.095925,-9.394294,-6.814389,-9.750717,-4.538735,-4.121071,-3.646521,-10.660404,-6.684231,-5.858704,-3.555133,-3.391249,-5.100904,-4.492505,-1.589342,-0.551901,-1.198667,-1.550657,-2.133844,-0.922566,-2.262511,-1.657334,-2.202706,-1.289701,-3.629463,-1.444386,-0.912167,-2.369842,-1.566048,-5.691278,1.076663,-4.509991,-5.539889,2.068995,-1.880338,-2.811618,-3.73651,-3.050301,-3.07697,-6.309723,-4.116436,-1.729516,-1.803217,0.421429,-0.911573,-1.149247,-1.25612,-1.522033,-0.971097,-1.884453,2.30224,-0.707768,-1.148001,-1.362283,-1.983511,-1.470324,-1.516944,-3.152749,-1.623417,-2.14653,-1.294398,-0.359424,-1.941886,-1.591548,-1.741369,-1.980198,-0.831097,-1.414065,-1.728333,-0.468566,-1.263749,-1.115097,-0.484289,-1.928607,-0.593863,-2.044629,0.057585,0.549826,-0.29969,0.107688,-1.348761,-0.28172,-1.582147,-0.659183,-2.421363,-0.146044,-1.873681,-2.319303,-2.762872,-2.308009,-3.587824,-3.144648,-0.376181,-3.432464,-1.830485,-2.524,-1.966383,-1.706542,-0.835895,-8.140735,-4.196508,-2.224276,-2.837384,-5.778372,-9.6848,-7.208122,-1.466087,-7.00329,-2.604098,-1.687176,-2.251285,-1.957769,-5.041431,-3.982576,-1.768203,-4.636499,-3.969637,-2.737844,-0.047825,-2.390705,-1.451221,-6.848584,-1.451315,-1.258787,-1.049621,-1.657926,-1.841687
atp,0.170826,-0.066151,-2.27645,-2.300157,-3.331227,-1.139305,-1.326335,-1.289417,-2.874898,-5.397393,-4.413857,-5.821463,-8.940156,-9.06326,-3.616753,-7.306287,-4.326688,-4.591393,-3.394431,-13.059189,-6.082866,-9.108468,-3.814599,-3.641394,-9.721408,-5.022987,0.021092,-0.370476,-1.154609,-0.835766,-0.767721,-0.460562,-2.843922,-1.224223,-2.660313,-0.550596,-4.100608,-0.953206,-0.875791,-3.316055,-1.448152,-3.854164,0.058111,-6.370812,-5.421449,2.409982,-0.820645,-1.769226,-4.724455,-2.61858,-3.366997,-5.901945,-5.02519,-0.440538,-0.618818,-0.527105,-0.422583,-0.434334,-0.411732,-0.18186,-0.728009,-0.187205,2.795266,-0.609164,-0.320201,-0.012845,-0.470015,-0.498924,0.031022,0.646999,-0.668935,-0.565196,-0.311105,-0.766042,-0.943293,-0.421354,-0.67774,0.077897,-0.647658,0.048074,-0.564908,-0.035683,-2.108819,-0.289039,0.295596,-0.625095,-0.31859,-1.184438,-2.019022,0.189057,-0.477798,0.649934,-1.314879,0.011492,-1.339945,-0.016591,-1.650763,-0.835209,-1.335724,-1.515295,-3.378948,-1.269428,-5.024973,-3.040772,-1.01263,-4.548234,-1.206805,-2.63976,-1.608506,-0.724116,-0.321283,-9.458695,-5.31186,-6.923102,-7.703475,-6.486395,-13.619607,-3.538882,-6.147329,-6.896188,-3.637007,-2.506947,-0.131718,-0.974474,-4.97876,-2.002961,-2.271356,-6.251664,-4.296857,-2.03037,-3.530781,-2.520012,-0.899007,-3.734976,-1.481422,-1.294435,-0.587013,-1.935521,-0.109958
cmn,-0.338164,0.120053,-3.846844,-2.114794,-3.068047,-0.784607,-0.734463,-2.008503,-4.360613,-6.80997,-5.039826,-7.604485,-10.463527,-7.883736,-8.65585,-10.673312,-7.463493,-6.474443,-6.409812,-13.106181,-4.556736,-8.230833,-5.205487,-4.112544,-9.993684,-8.465133,0.095464,-0.218753,-0.771001,-0.466331,-0.462056,-0.86685,-3.144888,-0.08412,-4.263038,-1.245948,-4.384669,-0.911565,-0.509961,-3.802486,-0.268561,-5.978601,-0.839558,-0.852712,-8.32917,-4.548571,-2.547513,-4.788066,-5.285897,-4.448992,-5.023558,-6.171857,-5.819139,0.0896,-0.051925,0.101525,0.373522,-0.142484,0.107716,0.213317,0.01655,0.183967,0.230535,0.21817,-0.005325,0.2895,0.215168,0.50446,0.143577,-0.311843,-0.079582,0.307887,0.077762,0.479224,-0.111512,0.163461,0.015403,0.057889,0.051019,-0.061415,0.226333,-0.342336,0.275066,0.262641,-0.162538,0.05241,-0.214323,0.412674,0.495616,0.420293,-0.345082,-0.510113,-0.09309,0.027296,-2.263393,-0.528506,-3.15333,-1.449105,-1.722793,-1.518531,-3.412788,-3.544848,-5.087972,-5.286142,-0.231537,-5.437625,-2.560441,-2.872823,-1.119659,-1.383177,-1.153342,-12.679331,-7.815228,-7.823768,-12.971316,-5.998229,-16.777421,-9.501706,-10.904644,-11.017889,-4.40741,-2.822544,-3.759081,-2.253867,-6.450469,-5.928875,-4.751715,-6.503166,-4.529323,-4.235316,-4.471664,-3.09139,-2.488832,-7.263777,-1.42339,-0.893837,-0.957441,-1.691197,-0.849586
ofi,-0.37594,0.226662,-4.043076,-2.309464,-3.353508,-0.768532,-0.65859,-1.942318,-4.669536,-7.828895,-7.290165,-11.199173,-12.590933,-9.183274,-9.594387,-13.597603,-7.575561,-6.76516,-6.385086,-11.181142,-6.861473,-9.027865,-3.803409,-3.749891,-11.323635,-6.393586,0.169605,-0.292243,-0.766748,-0.577596,-0.51309,-1.370778,-3.345666,-0.094669,-4.77965,-1.729335,-4.712382,-0.745743,-0.423863,-2.940728,-0.340053,-5.559853,-1.095695,-9.328187,-9.655123,-7.43674,-3.082456,-11.103024,-5.729445,-5.709207,-5.034012,-6.856597,-6.158072,0.09562,-0.038898,0.223653,0.492255,0.083402,0.116951,0.22845,0.188875,0.134494,0.147774,0.295604,-0.018929,0.37738,0.025789,0.247385,-0.416953,-0.28687,0.07883,0.345246,0.257625,0.510839,0.02769,0.121101,0.133236,-0.073085,-0.070121,0.140428,0.042934,-0.368485,0.403912,0.310307,-0.276741,-0.142481,0.061023,0.319039,1.285583,0.482597,-0.304329,0.056219,-0.185104,-0.213465,-1.195026,-0.405707,-3.160209,-1.136902,-1.70514,-1.456114,-4.298095,-4.019113,-4.223561,-5.31253,-0.238121,-5.209692,-2.778474,-3.26939,-0.782545,-2.109781,-2.579337,-13.125108,-6.768365,-11.441081,-14.791288,-9.093468,-23.615814,-11.776169,-14.259458,-11.097318,-3.977083,-1.601128,-2.319209,-5.196427,-7.048789,-5.473686,-5.105068,-7.676812,-4.253515,-1.712706,-3.505098,-2.995493,-2.041947,-5.681671,-1.82507,-0.846515,-1.065062,-1.670897,-0.882167
isr,-0.488925,0.06388,-3.833393,-2.248928,-3.91846,-0.760722,-0.697599,-1.665692,-4.28786,-6.409856,-4.275803,-10.359082,-10.548388,-2.907902,-8.188067,-11.371253,-6.869038,-6.765979,-4.557765,-10.352465,-4.262801,-8.408321,-5.009226,-3.614125,-5.967534,-7.853794,-0.022179,-0.392807,-0.724064,-0.821704,-0.596551,-0.219395,-3.264716,-0.408162,-4.176865,-1.529379,-3.448068,-0.551856,-0.620373,-3.053221,-0.27071,-5.54286,-0.698786,-7.126779,-8.437791,-6.989992,-1.403528,-15.147574,-5.111051,-5.184152,-4.823041,-5.301459,-4.159538,-0.022962,-0.058967,0.119996,0.201829,-0.679943,-0.100527,0.371345,0.131182,0.002358,-0.255151,0.377742,-0.782753,0.186463,-0.093172,0.225078,-0.618178,-0.260201,0.162649,0.540541,0.038674,0.42533,-0.328156,-0.08032,-0.22451,0.065841,0.076667,0.001874,0.15214,-0.363777,-0.133343,0.165368,-0.616489,-0.324962,-0.091864,0.151356,0.809726,0.312391,-0.144384,0.106948,-0.208235,-0.132035,-1.096589,-0.118107,-0.595154,-0.227412,-1.739203,-1.193458,-2.960424,-3.124627,-2.967593,-2.794433,-1.04636,-2.971135,-0.532415,-2.790942,-1.045072,-1.057392,-0.119175,-12.029057,-3.462712,-6.06121,-9.584742,-7.185383,-20.532688,-10.375522,-10.245966,-6.385919,-3.088267,-2.120755,-1.63057,-4.836641,-5.625058,-5.414583,-4.805006,-6.657773,-4.299784,1.493195,-1.493131,-2.712767,-1.874217,-5.452489,-1.15395,-0.885477,-1.021287,-1.867141,-1.061063
obs,-0.272748,0.195101,-4.102839,-2.225997,-3.353892,-0.794853,-0.69366,-2.106819,-4.536193,-8.452545,-5.596766,-11.58002,-11.580093,-8.853207,-8.734285,-9.882763,-8.082509,-5.621567,-5.562286,-11.264173,-6.562851,-5.396699,-4.278482,-2.972564,-8.432376,-5.703926,0.013328,-0.27274,-0.717219,-0.75079,-0.447904,-0.573227,-2.880806,-0.200251,-4.868544,-0.873829,-4.05407,-0.629879,-0.570328,-3.525245,-0.29501,-5.251944,-1.153221,-8.147895,-12.213606,-7.619443,-2.760355,-3.217047,-5.423287,-5.538703,-4.453015,-6.62384,-5.451191,0.218278,0.104297,0.029855,0.379642,0.052298,0.069156,0.202241,0.244273,0.199797,0.397303,0.287495,-0.358427,0.426259,-0.263114,0.5833,0.03066,-0.892561,-0.098851,0.430033,0.199508,0.545051,-0.101962,0.120788,0.089162,0.080995,0.027017,0.169104,0.157351,-1.36261,1.119346,-0.896293,-0.003034,-0.022291,0.021955,0.291297,0.962234,0.402333,-0.109637,-0.20195,-0.228463,-0.119013,-1.126272,-0.321892,-3.093818,-0.863128,-1.60303,-1.70033,-3.681048,-3.154768,-4.577758,-4.618279,-0.22731,-4.335087,-0.282085,-1.405707,-0.863516,-1.988997,-1.242691,-12.262558,-7.86635,-11.294578,-1.373131,-6.154377,-19.046598,-10.732075,-1.510177,-10.328074,-3.937449,-1.542855,-3.389677,-3.218076,-5.824904,-5.493937,-3.984892,-6.221081,-4.99109,-2.966354,-4.069182,-3.7964,-1.475221,-9.274622,-1.493287,-0.698349,-1.055788,-1.390815,-0.77832
