qo,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
mil,-0.100262,-0.068012,-0.792856,-0.526301,-0.756944,-0.13354,-0.428832,-0.657885,-1.166348,-1.439365,-1.979132,-2.237951,-1.904183,-0.511868,-1.920316,-2.129859,-1.662913,-1.55901,-1.579245,-1.478314,-2.022462,-1.362416,-0.679312,-0.875381,-1.947567,-1.838139,0.047308,-0.272665,-0.105735,-0.270302,-0.279809,-0.172435,-0.313708,-0.068307,-0.537727,-0.292754,-0.616008,-0.504172,-0.08768,-0.72571,-0.106067,-0.48667,-0.024424,-1.257481,-2.175355,-1.468391,-0.327646,-2.841369,-1.042751,-0.603664,-0.733515,-1.577378,-2.103316,0.125591,0.106748,0.065801,-0.145964,0.004366,-0.107244,0.02652,-0.097193,-0.114325,-0.129495,-0.047197,0.185339,0.043966,0.156174,0.031975,0.579669,-0.071807,-0.409161,0.00997,-0.02653,0.069692,0.071517,-0.095586,0.023498,-0.157788,-0.064686,-0.072101,0.087696,-0.381264,-0.398614,-0.243744,-0.133082,0.023701,0.066924,-0.070782,-0.033695,-0.074921,-0.183844,-0.304848,-0.124435,-0.32603,-0.753355,-0.170019,-1.323756,-0.588549,-0.496882,0.756065,-2.490719,-0.48894,-1.191981,-3.45713,-0.050776,-1.175375,-0.619053,-0.810084,-0.755176,-0.817974,-0.807485,-4.007066,-1.030936,-2.797028,-2.89099,-1.159655,-7.970952,-3.255665,-2.691869,-3.022628,-0.548995,-0.524307,-1.161878,-1.16975,-1.931758,0.120541,-1.432869,-2.11915,-1.329093,-1.023017,-0.946199,-0.658112,-0.604665,-1.532917,-0.333057,-0.097558,-0.204684,-0.264374,-0.191307
pcr,0.7644,0.589278,-0.610429,-0.565192,-0.481054,-0.230846,-0.298569,4.332815,-0.266456,-0.453896,-0.613771,-1.691277,-1.360914,-1.595806,-0.398805,-1.776522,0.120359,-1.589258,-0.946173,-1.840865,-1.384556,-1.224055,-0.723045,-0.566204,-1.365335,-2.276025,0.08558,1.174397,0.037823,0.111559,-1.458302,-0.36929,0.047577,-0.627275,-0.299051,-0.175321,-1.376434,-0.075211,-2.333784,-0.372908,-0.698256,-0.221477,-0.246744,-1.720503,-2.139461,-0.5502,-0.263141,-0.813818,-0.680827,-1.316252,-0.444368,-2.378995,-1.905074,-0.596117,-2.857311,1.921305,1.478082,1.294887,0.917911,1.09657,0.212822,0.708462,0.047148,0.485996,0.602118,1.434845,1.347396,2.238568,-0.224534,1.678493,0.263847,1.362695,0.042729,0.300174,0.379072,0.400239,1.391823,-1.628536,-0.11385,0.602343,0.880362,-0.099298,-2.823518,-5.262338,0.086592,-1.071812,-2.01119,0.224545,0.403939,0.021879,0.501388,0.062379,0.80138,0.305984,-2.729819,0.724852,-0.22233,0.412258,-0.317821,0.689394,-0.548773,0.12184,-0.714852,-2.069247,-0.518076,2.115679,-2.191342,-0.893984,-0.325793,1.298083,-3.121809,-8.890422,0.864884,-3.940223,-2.369339,-0.592969,-5.047853,-5.290587,-6.209742,-1.941502,-1.879942,2.679949,-5.626614,0.992319,-1.834001,1.323032,-3.321381,-1.668462,-0.539486,-0.495234,1.296628,-0.548096,2.850085,-1.288304,4.468659,1.40825,0.010878,-0.066949,-1.924407
sgr,0.250303,2.255508,1.833145,0.033415,-1.306696,0.004565,0.13549,-0.190696,-1.412395,-1.056523,0.523062,-2.14426,-2.750935,2.348952,-6.233167,-2.660854,0.531626,-1.243374,-1.138138,-2.690185,-1.290621,-1.545153,-0.149443,-0.890969,-4.727855,-1.87036,0.090382,0.223403,-0.13969,0.166258,-0.080766,-0.181899,-1.158764,0.498392,-0.441467,-0.006305,-0.895975,-0.443321,-0.004617,-0.936417,-0.346667,-0.869547,-0.1518,-1.579461,-1.620163,-4.73587,-0.148591,-0.855195,-1.892987,-6.675643,-0.536434,-2.656236,-1.683332,0.521867,1.110835,1.391614,0.14461,0.661106,0.252775,1.255638,0.893679,0.600793,0.409214,0.328367,0.651956,0.494012,0.206025,0.277943,0.287207,1.930532,0.570197,0.164566,2.28349,0.021682,0.850376,0.522844,0.45764,1.366029,0.964464,-0.020054,0.591966,1.013841,0.888365,3.029162,0.593233,0.825705,0.476253,0.245497,0.274808,0.640903,1.200812,3.592037,0.727054,-0.063816,-1.75483,3.132377,-0.297226,-0.812168,1.58566,1.028311,-1.621054,2.771251,-1.07466,-1.200189,0.000507,1.894054,1.83523,-1.751239,-0.369693,0.495512,0.771222,-2.424453,-1.274223,-4.020875,-5.615336,-0.412718,-6.353563,-1.499581,-10.401569,-3.980252,-2.490996,0.077446,-0.91079,-2.106896,-1.101458,0.17643,-4.068096,0.107656,-0.669047,0.428791,-5.094303,-0.50215,-1.14289,-2.462147,0.835523,0.625478,0.225594,-0.599179,0.42484
ofd,-0.120968,0.277195,-0.368221,-0.347889,-0.54996,-0.114778,-0.645207,-1.701261,-1.236627,-1.210601,-0.933672,-1.73929,-1.765848,-1.781271,-1.825619,-2.166484,-2.310754,-1.606655,-1.184537,-2.215396,-1.835924,-1.660877,-1.628884,-0.966038,-2.176841,-2.519333,0.120909,-0.094527,-0.161775,0.208281,-0.200535,-0.641531,-0.444547,-0.007091,-0.644668,-0.074888,-0.769466,-0.671243,-0.210974,-0.697439,-0.189089,-0.684762,-0.228858,-1.614911,-2.473612,-1.657166,-0.557004,-1.789573,-0.715939,-0.95656,-0.591486,-1.435885,-1.686569,0.260424,-0.250589,-0.280582,0.036607,0.062532,-1.294651,0.139104,0.153813,-0.037201,-0.096546,-0.196351,0.409041,0.110316,0.172405,0.228988,0.791596,0.299777,-0.012227,-0.012396,-0.008035,0.103986,0.086106,-0.035404,0.172248,0.061079,0.013641,0.167648,0.582454,-1.378924,0.268177,-0.583834,-0.19841,0.014228,0.242316,-0.139269,-0.262055,0.07108,-0.019265,-2.13399,-0.671198,-0.361242,-1.468151,0.002657,-1.109928,-0.429254,-0.832686,0.192263,-1.407222,-0.823269,-1.192688,-1.360818,-0.245992,-0.85748,-0.93419,-1.195936,-0.917209,-0.418274,-1.062581,-3.337033,-1.896327,-1.914251,-4.600689,-1.561519,-6.796859,-1.847346,-4.454182,-4.657813,-0.747277,-0.243335,-1.083043,-0.793169,-1.425869,-0.475612,-1.595007,-2.814765,-0.828733,-1.723142,-1.154777,-0.806801,-0.404851,-1.774871,-0.158412,0.175757,-0.229619,-0.141439,-0.155424
b_t,-0.202511,0.069383,-0.537417,-0.335874,-0.508249,-0.076208,-0.116718,-0.488566,-0.763671,-1.113279,-1.194389,-1.964876,-1.562794,-1.716497,-1.215351,-1.698722,-1.095262,-0.942769,-1.136837,-2.14078,-1.43601,-1.387416,-0.540982,-0.820535,-1.425049,-1.820599,0.034804,-0.082182,-0.136902,0.013191,-0.118531,-0.214894,-0.382933,-0.015324,-0.39034,-0.242868,-0.510984,-0.223796,-0.168354,-0.417144,-0.082625,-0.457064,-0.204845,-1.061351,-0.989257,-1.98355,-0.179647,-0.803083,-0.583836,-0.519156,-0.475358,-0.990585,-0.862659,0.013725,-0.307098,-0.147378,-0.015119,-0.121503,-0.899981,0.010624,-0.03895,-0.133635,-0.030529,-0.060133,0.068552,-0.013843,0.08979,0.099524,0.116926,0.038136,-0.092786,0.020956,-0.111629,0.117746,0.012101,-0.083547,0.005115,-0.044681,-0.226906,-0.078155,0.183916,-0.566072,0.059101,-0.07412,0.025188,-0.051985,0.027887,0.046594,-0.13952,0.044946,-0.16426,-0.556784,-0.165742,-0.107868,-0.770802,-0.265329,-0.848979,-0.428093,-0.381464,-0.208081,-1.330341,-0.787813,-1.097574,-1.166326,-0.136483,-1.068123,-0.686201,-0.488001,-0.432408,-0.404577,-0.435342,-3.465786,-1.305321,-2.389503,-3.004018,-1.583188,-3.810035,-2.113523,-3.304589,-2.482298,-0.517857,-0.66767,-1.141323,-0.917834,-1.245197,-1.752585,-0.815234,-1.517442,-1.536804,-1.09163,-0.944782,-0.502451,-0.55421,-1.33372,-0.23657,-0.123653,-0.221326,-0.279472,-0.237526
tex,0.494239,0.191781,-0.282855,-0.531184,-0.271348,0.497841,0.514586,0.981762,-0.54747,-2.01191,-2.509918,-1.88657,-1.567107,-2.718318,-1.311465,-1.966516,-1.753563,-1.579048,-1.356031,-3.536068,-1.328774,-2.00547,-1.900663,-2.312734,0.231417,-1.111385,0.642657,0.297774,0.221389,0.249682,-0.063592,0.749988,-0.141399,0.245514,0.530178,0.170519,-1.630652,-0.062424,-0.241674,-0.00888,0.486637,-0.047574,0.562672,-0.35092,-2.002802,0.329596,-0.06078,-1.980015,-0.584627,-0.217624,-1.095068,-7.355219,-1.496851,0.796766,0.652078,0.155336,0.546879,0.807386,-1.820504,0.546368,0.398577,0.543017,0.14136,0.563682,0.77708,0.323187,0.345236,0.677266,0.90453,0.96482,0.68139,0.62038,0.467192,0.497739,0.450236,0.300774,0.72065,0.588308,0.624349,0.65007,0.397547,0.610619,0.158861,0.633884,0.622477,0.21923,0.698703,0.194455,0.216012,0.407219,0.358488,0.161713,0.053515,-0.992789,-0.519708,1.010847,-0.984451,-0.27592,0.387794,0.357218,-1.132444,-0.103761,-0.93785,-1.027579,0.248141,-0.432833,0.209229,-0.349846,-0.418205,0.158533,-0.067366,-2.682214,-2.350257,-3.244791,-4.510981,-1.304926,-11.428403,-1.509774,-6.55512,-8.478017,-0.168999,-0.410849,-2.187524,0.304062,-0.348007,-1.359248,-1.125545,-1.930778,-0.582794,-3.613036,-0.529368,-0.943751,-0.607572,-1.78432,0.56234,0.212419,0.190569,-0.11732,0.268487
wap,0.247147,0.033727,-0.298824,-0.348165,-1.256499,0.064565,0.119324,-0.255408,-0.842829,-1.546573,-1.912939,-2.318507,-2.136865,-2.488079,-1.741204,-1.66846,-3.399096,-1.162221,-0.828763,-2.57842,-0.696876,-2.076378,-1.792572,-0.595616,-0.305578,-1.444502,0.292664,0.129038,0.238741,0.21914,-0.000058,-0.038494,-0.185109,0.019936,-0.064908,-0.1083,-0.72843,-0.138245,-0.017565,-0.212431,0.250858,0.06694,0.23155,-0.979266,-2.122751,-1.088481,0.711792,-2.145466,-0.64852,-0.54767,-0.775595,-1.913692,-1.069023,0.396187,0.282392,0.245125,0.323643,0.26504,-0.902155,0.202618,0.231855,0.237183,0.188629,0.215674,0.390701,0.200523,0.129926,0.307804,0.474963,0.231773,0.269404,0.160609,0.129211,0.27995,0.159128,0.154822,0.405219,0.375987,0.40353,0.335927,0.150279,0.36625,-0.036683,0.127264,0.425639,0.30354,0.259055,0.008602,-0.161281,0.379632,0.169611,-0.835941,0.041266,-0.151335,0.016728,0.999568,-2.601884,-0.224456,-0.197614,0.083617,-2.225973,-0.999796,-2.011925,-2.277752,0.041212,-1.873435,-0.123521,-0.30743,-0.379847,0.326324,-0.251243,-3.167439,-1.106487,-2.380185,-2.461733,-1.575975,-3.971361,-1.775008,-4.077927,-3.112169,-0.470067,-0.745587,-1.098282,-0.363569,-0.060939,-1.668148,-1.004608,-1.569962,-1.227409,-0.547508,-0.441088,-0.523254,-1.095378,-1.07609,0.054668,-0.178201,-0.130067,0.133341,0.06888
lea,-0.467182,0.316945,-0.035578,-0.634435,-1.383583,0.260309,0.3259,1.146838,-1.250147,-3.903195,-1.396605,-1.60275,-1.909962,-3.270949,-2.032238,-1.800869,-4.557335,-1.151414,-0.755638,-3.67338,-1.966947,-2.859483,-2.450971,-1.012156,-0.990656,-1.600586,0.684396,0.483215,0.259034,0.227749,0.065372,0.362177,0.247927,0.474779,0.307716,0.110328,-0.251961,0.021579,-0.004301,-0.030999,0.533441,0.641812,0.114162,-0.8832,-2.275225,-0.619353,0.035164,-1.536381,-0.198216,-0.741735,-0.607657,-2.191883,-1.206505,0.638289,1.018619,0.496452,0.624117,0.661833,0.607224,0.452865,0.766616,0.688852,0.350596,0.588916,0.812085,0.538863,0.305583,0.336338,1.422666,0.521998,0.565402,0.444451,0.741633,0.710463,0.563821,0.550651,0.578204,1.183882,1.073472,0.437154,0.52727,0.985064,0.485085,0.519567,0.305213,0.692511,0.766416,0.221506,0.075811,0.684811,0.659019,-0.125145,0.509822,-1.397585,-0.970103,0.746252,-2.39369,0.27919,0.452637,0.434026,-2.968278,-1.544568,-2.538726,-3.371774,0.223491,-2.326661,-0.328621,0.143221,-0.170539,0.596758,-0.129904,-2.738842,-0.709798,-1.292386,-1.130876,-0.828579,-11.195227,-1.083878,-1.767133,-1.039297,-0.151631,-0.649049,-0.984961,0.012375,-0.601299,-2.005089,-0.931644,-1.822721,0.872047,0.295261,1.306414,-0.161558,-1.508283,-1.005245,0.09089,0.309051,0.239657,-0.31113,0.585626
lum,0.181096,0.020404,-0.395131,-0.368779,-0.770335,0.20899,0.158168,0.110355,-1.219484,-1.901524,-3.016686,-1.391028,-2.443028,-3.188277,-3.019736,-1.860702,-2.601846,-1.824977,-2.232006,-5.268298,-1.328677,-2.354812,-0.522924,-0.760442,-1.494686,-1.232454,0.286267,0.052079,0.25151,0.084712,0.031234,0.204338,-0.195568,0.259358,-0.223303,-0.040209,-0.611756,-0.152604,-0.034981,-0.214493,0.130493,-0.382134,0.001205,-3.015133,-2.49633,-1.615686,-0.235702,-2.414273,-0.761195,-1.410587,-0.803432,-4.194446,-1.860562,0.265283,0.315858,0.296776,0.177382,0.261964,0.450092,0.252857,0.071519,0.224026,0.242062,0.151649,0.336053,0.126048,0.249806,0.203613,0.309701,0.281066,0.082429,0.171199,0.199059,0.165273,0.180754,0.181645,0.221868,0.295975,0.173506,0.261255,0.099087,0.122672,-0.096113,0.015044,0.191287,0.152867,0.373791,0.180352,-0.043231,0.188022,0.027953,0.68373,0.039971,-0.426211,0.41368,0.489005,-1.611693,-0.199701,-0.0221,0.331156,-1.549582,-1.135221,-1.810388,-2.034966,-0.001924,-1.615433,0.662987,-0.957889,-0.40687,-0.315716,-0.284565,-2.719518,-0.697765,-1.004123,-3.773948,-1.02263,-3.337769,-1.830175,0.007839,-2.613106,-0.218351,-1.352515,-0.412447,-0.4087,-0.661307,-2.611743,-1.431232,-1.305251,-0.833491,-0.261026,-0.446738,-0.243994,-0.964502,-1.21739,-0.062119,-0.253029,0.033039,-0.256623,-0.086019
ppp,-0.050206,-0.182492,-0.484783,-0.408782,-0.853345,0.009266,0.037705,0.038627,-1.060137,-1.620731,-1.281976,-1.85845,-2.639507,-1.310466,-1.980267,-2.217017,-3.358723,-1.369438,-1.374897,-2.531949,-0.663192,-1.963135,-0.533223,-0.766457,-2.027834,-1.524734,0.076659,-0.066807,-0.027001,-0.05435,-0.111182,-0.166392,-0.197424,-0.012107,-0.170148,-0.097588,-0.887367,-0.187136,-0.204452,-0.321677,0.015965,-0.474942,-0.237072,-1.290607,-1.846121,-1.376062,-0.317665,-2.546022,-0.847453,-1.282326,-0.708551,-1.656539,-1.363944,0.043112,0.053302,0.089832,0.05895,0.005725,0.10658,0.10381,-0.029814,0.047755,0.038864,-0.015656,0.08356,0.024942,-0.086396,-0.015863,0.188171,-0.207081,-0.082242,0.017401,0.044595,0.056749,-0.041295,0.00763,0.072957,0.045613,0.060262,0.095112,0.065661,-0.040472,-0.060334,-0.065486,0.009985,-0.008838,0.209073,0.005297,0.002213,0.073392,-0.104822,0.018357,-0.008862,-0.355216,-0.158519,0.005283,-0.984438,-0.161533,-0.38255,-0.354543,-1.381342,-0.339054,-1.279927,-1.329968,-0.100993,-1.18337,-0.178809,-0.551214,-0.42764,-0.45186,-0.331647,-2.429876,-0.936515,-1.786911,-1.891867,-1.096445,-4.91512,-2.016731,-1.562078,-2.263281,-0.567009,-0.623711,-0.736186,-0.320228,-0.766559,-1.5891,-1.399606,-1.369457,-0.736838,-0.336401,-0.338873,-0.427505,-0.669464,-1.177534,-0.330605,-0.260581,-0.242281,-0.37055,-0.214518
p_c,0.056288,0.088517,-0.612214,-0.336706,-1.427445,0.077235,-0.053404,-0.833867,-0.671844,-0.93717,-0.698214,-3.231359,-1.614918,-2.106744,-1.032485,-1.818188,-0.855465,-0.973791,-1.359637,-1.551174,-1.000943,-1.189673,-1.484948,-0.611084,-1.430606,-1.186509,0.037609,0.017125,-0.127859,0.105595,-0.06103,-0.110899,-0.107728,-0.029263,-0.362458,-0.358277,-1.31108,-0.116177,-0.119562,-0.137947,-0.14388,-0.415582,-0.095448,-2.672883,-1.203629,-0.974162,-0.361244,-1.760648,-0.830834,-0.746654,-0.266891,-0.399877,-0.394387,0.063498,0.006284,-0.560403,0.069196,-0.008716,-0.293156,0.061001,0.076391,0.061455,0.384634,0.035533,0.112513,0.09172,-1.058556,-0.066382,-0.679883,-1.294898,-0.026992,0.057543,0.064392,0.064519,-0.935677,0.103755,0.00448,0.012458,0.102357,-0.09251,0.074907,0.080212,-0.024704,0.087958,0.064961,-0.045922,0.110558,-0.108601,0.04159,0.057702,-0.00256,0.051002,-0.087683,-0.396671,-0.089602,-0.534799,-0.299904,-0.192022,-0.233777,-0.20355,-0.708716,-0.412766,-1.643659,-0.801422,0.027857,-0.902665,-0.21707,-0.198985,-0.12595,-0.213499,-0.176474,-3.083611,-0.847083,-1.714115,-1.530376,-1.906057,-2.914676,-1.840469,-2.856298,-0.482177,-0.412959,-0.522415,-1.29238,-0.563617,-1.018034,-1.577112,-1.986234,-1.696854,-0.625391,-1.248483,-0.986076,-0.377164,-0.500852,-1.175556,-1.191131,-0.965098,-0.154276,-0.28462,-0.096018
crp,0.048375,-0.206245,-0.592285,-0.415317,-1.108963,0.064178,0.235209,0.485326,-0.622528,-1.911684,-4.855313,-6.76555,-2.496048,-0.493332,-2.317552,-2.842358,-1.244825,-1.282587,-1.791306,-3.261301,0.458632,-1.717619,-1.039799,-0.383286,-1.576422,-1.158244,0.165953,-0.034211,-0.042051,0.114035,-0.083544,0.013216,-0.177887,-0.055188,0.039016,0.078979,-0.97518,-0.032514,-0.176039,0.003255,-0.033344,-0.604449,-0.307942,-1.254905,-1.550976,-1.756116,-0.392765,-2.333092,-1.165886,-0.875628,-0.486675,-1.18171,-1.030336,0.046318,0.188137,0.052451,0.161399,-0.027768,0.036155,0.125155,-0.049143,0.088152,0.237698,0.152897,0.105372,0.00641,-0.241171,0.023429,0.042492,0.047682,0.354401,0.009731,0.224222,0.229728,-0.156852,0.08926,0.164014,0.14212,0.067339,0.434616,-0.007496,0.27294,-0.126617,-0.046931,0.031968,-0.01293,0.668195,0.066918,0.051889,0.258306,0.409883,0.470646,0.492436,-0.175802,0.210655,0.458719,0.08239,0.21999,-0.296654,-0.638763,-0.738799,0.095869,-1.397228,-0.500419,-0.13366,-1.062785,0.004071,-0.180345,-0.493572,-0.326454,-0.036978,-4.039242,-1.596114,-1.407626,-1.834369,0.024387,-6.245785,-1.694174,-1.452473,-1.22883,-0.309426,-0.320817,0.013269,-0.015594,-0.808314,0.244005,-1.507095,-0.820809,-1.140251,-0.327026,-0.2598,-0.21074,0.740916,-0.997017,-0.292756,-0.371568,-0.192975,-0.78108,-0.018765
nmm,-0.034131,0.02152,-0.50777,-0.33508,-0.467192,0.01187,0.094454,-0.35969,-1.050197,-1.549358,-1.027023,-2.157975,-2.474673,-2.715973,-2.231791,-2.717126,-2.322421,-1.255144,-1.367647,-3.073249,-0.791303,-1.929157,-0.195613,-0.772926,-1.689733,-1.502503,0.104916,-0.052162,0.011721,0.078238,-0.014803,-0.157264,-0.162417,-0.003284,-0.437297,-0.242499,-0.982892,-0.1217,-0.069494,-0.294114,-0.141269,-0.576147,-0.138746,-1.826188,-1.698349,-1.597039,-0.258375,-2.086687,-1.526117,-1.337045,-0.856195,-1.618826,-1.434673,0.024234,0.147407,0.237075,0.053573,0.071845,0.192037,0.107687,0.022364,0.065275,0.309454,0.053553,0.126761,0.071803,0.004375,0.168473,0.079638,0.124823,0.001691,0.046765,0.080964,0.145264,0.025661,0.109774,0.073082,0.095973,0.031161,0.054351,0.121317,0.096773,0.148667,0.304305,0.105217,0.021309,0.060727,0.061175,-0.05294,0.199453,-0.0359,-0.147867,-0.039064,0.24384,-0.241589,-0.143417,-0.522681,-0.300311,-0.402416,-0.382708,-0.953938,-0.619252,-1.204554,-1.221396,-0.064593,-1.194245,-0.337671,-0.467828,-0.149733,0.087208,0.271103,-3.270711,-1.086097,-2.261852,-2.815551,-0.940048,-3.067419,-2.152913,-2.144452,-1.880196,-0.605907,-0.430474,-0.54298,-0.087768,0.646389,0.584988,-1.454078,-1.181767,-0.974667,-0.601649,-0.680971,-0.424039,-0.258329,-1.000846,-0.21607,-0.17069,-0.245045,-0.331585,-0.146527
i_s,-0.088828,-0.619365,-0.745492,-0.331629,-1.477846,-0.149365,-0.08724,0.01156,-1.273243,-2.119544,-1.667552,-1.722766,-2.427988,-0.676229,-2.189597,-2.198054,-3.606336,-1.952107,-1.663748,-2.728853,1.084623,-2.002915,-1.120626,-0.647326,-1.483538,-1.312898,0.032944,-0.189342,-0.022586,-0.108961,-0.443754,0.162019,-0.028832,-0.152214,0.221129,0.154435,-1.431232,0.151472,-0.2983,0.313572,-0.119245,-0.738558,-0.535574,0.009901,-0.528679,-0.837805,-0.438344,-2.534725,-0.814321,-1.335402,-0.894025,-1.151783,-1.22189,-0.055837,-0.027893,-0.169666,0.031062,-0.107579,-0.046753,-0.033418,-0.161332,-0.057087,-0.198033,-0.023912,-0.056808,-0.081712,-0.220157,-0.23877,-0.180626,0.766229,-0.362452,-0.023775,-0.09671,0.04193,-0.123203,0.00651,0.005308,-0.032519,0.072059,0.237808,0.024946,0.15566,-0.284768,0.042168,0.037006,-0.196022,0.224012,-0.095044,-0.345338,0.200445,0.190765,-0.116537,-0.033172,0.543599,0.295668,-0.02348,-0.941313,-0.212235,-0.393394,-0.362285,-1.139244,-0.78403,-1.234932,-1.407943,-0.246243,-1.237468,0.627968,0.081398,-0.443261,-0.136051,0.110345,-1.7877,-0.283122,-0.916958,-1.891254,-1.317418,-4.970503,-1.37762,-0.657713,-1.899539,-0.955875,-0.456675,-0.953077,0.096838,-1.630525,-0.473331,-2.486662,-0.882532,0.042223,-0.714692,-0.068238,-0.397455,0.469806,-0.714056,-0.81882,-0.408755,-0.360624,-0.234157,-0.003761
nfm,-0.097277,-0.725172,-0.262792,-0.326097,0.058363,-0.159985,-0.080341,0.347798,-1.441509,-2.554294,-1.432211,-1.707902,-1.4786,-2.667302,-2.526441,-1.871541,-3.26046,-1.75739,-1.934525,-3.479852,-0.995464,-2.214331,-0.659181,-0.129588,-1.113336,-1.618033,-0.024108,-0.328365,-0.139245,0.162247,-0.637395,0.571836,0.215564,-0.159901,1.375824,0.532332,-1.685774,0.22644,-0.507722,0.696648,-0.234946,-0.358096,-0.163853,-1.38003,-0.878749,-0.678272,0.021501,-2.493712,-0.467505,-1.086477,-0.773102,-6.415054,-1.204961,-0.181459,-0.059713,0.156245,-0.14464,-0.198342,-0.00759,-0.14284,-0.285901,-0.187089,0.105571,-0.197355,0.406568,-0.315582,-0.354123,-0.135543,-0.30017,0.326461,-0.390997,-0.182471,-0.126113,-0.025965,-0.146911,-0.056634,-0.085377,-0.255519,-1.159301,0.220761,-0.466793,0.248954,-0.240514,0.206865,-0.02141,-0.222926,0.492459,-0.214525,-0.596693,0.23543,0.179071,-0.303491,0.039654,0.67866,0.450469,-0.208849,-0.549558,0.01302,-0.539775,-0.533058,-2.344457,-2.585257,-2.317289,-2.835141,-0.297629,-2.760271,0.640956,-0.218105,-0.573454,-0.308794,-0.225887,-0.924996,-0.512571,2.030727,0.512715,-0.152624,-4.430765,-0.363507,2.263312,-0.246993,-0.491279,-0.154306,-1.249152,0.690249,-0.135018,-0.628673,-1.942348,-0.444534,-0.019802,-0.945048,0.40614,-0.424072,0.560885,-0.984874,-1.439812,-0.216179,-0.574483,-0.862258,-0.391899
fmp,-0.019996,-0.109805,-0.531477,-0.294937,-0.84616,0.004051,0.059185,0.656012,-1.330171,-2.218975,-1.485393,-1.47751,-2.485881,-2.216228,-2.195124,-2.233746,-3.530497,-1.365315,-1.422538,-3.420034,-1.066411,-2.06432,-0.540855,-0.794835,-1.793974,-1.487324,0.116123,-0.062286,0.04977,0.035824,-0.183151,0.138913,-0.101198,-0.055659,-0.094832,-0.199961,-0.985426,-0.060456,-0.122259,-0.211574,0.037639,-0.483297,-0.125203,-1.887033,-1.855444,-1.934984,-0.226663,-1.884511,-0.831944,-1.105716,-0.816602,-2.61828,-1.420589,0.085036,0.144537,0.144601,0.084457,0.131451,0.235782,0.061856,-0.028796,0.05131,0.017997,0.029432,0.188221,0.020831,0.111894,0.05942,0.127961,0.139649,-0.069102,0.052158,0.051743,0.070139,0.055285,0.090752,0.071163,0.141233,0.219315,0.290719,0.113482,0.147665,0.138036,0.081664,0.114062,-0.068653,0.20413,0.045535,-0.155944,0.160084,0.097005,0.283429,0.069784,-0.192846,0.147176,-0.081633,-1.051033,-0.2143,-0.378047,-0.298724,-1.031581,-1.023261,-1.319744,-1.728374,-0.045935,-1.263931,-0.225014,-0.285316,-0.328062,-0.125423,-0.041737,-2.448543,-0.479001,-1.879417,-2.519286,-1.019242,-4.556857,-2.066646,-2.201706,-1.497134,-0.686833,-0.167465,-0.685251,-0.210458,-0.847207,-0.544722,-1.592137,-0.407371,-0.494662,-0.45978,-0.417213,-0.306799,-0.245075,-1.308996,-0.241886,-0.184733,-0.264998,-0.315458,-0.246821
mvh,-0.101127,-0.224931,-0.707573,-0.364043,-1.49252,-0.119117,-0.060693,0.177961,-0.970311,-2.133216,0.418606,-1.696879,-2.214639,-2.213051,-1.97719,-2.811227,-3.926383,-1.333,-1.630561,-2.796606,-0.519542,-1.990654,-0.237955,-0.843858,-1.841659,-1.474223,0.050032,-0.087119,0.038381,0.032731,-0.301451,0.01805,-0.111711,-0.145554,-0.242496,-0.148947,-0.996012,-0.020624,-0.307789,-0.38114,0.001867,-0.478499,-0.137266,-1.214705,-1.291503,-1.137472,-0.351026,-2.727516,-1.020851,-1.06328,-0.642062,-1.800946,-1.422872,0.032347,-0.011244,0.04286,0.05149,0.035702,0.230678,-0.049174,-0.040023,-0.028132,0.063039,0.043103,0.00135,0.020103,0.037593,0.091407,0.189905,0.119575,-0.103412,0.098586,0.024257,-0.009758,0.061587,0.053042,0.024606,0.044332,0.059013,0.09161,0.061279,0.113165,-0.324211,-0.024985,0.004038,-0.099524,0.163514,0.003719,0.145482,0.131907,-0.038186,0.227848,0.000119,-1.501502,-0.09045,-0.257722,-1.172163,-0.295189,-0.506666,-0.265378,-1.384494,-0.891095,-1.373078,-1.654568,-0.078758,-1.385983,-0.585127,-0.659397,-0.270217,-0.319855,-0.182381,-2.919514,-1.33416,-0.594481,-1.05323,-0.872063,-4.028867,-2.24429,-2.815276,-1.462193,-0.500977,-0.494158,-0.93113,-0.41487,-0.385697,-0.768346,-1.195442,-0.980034,-0.85689,-0.501586,-0.30729,-0.396622,-0.314926,-1.110385,-0.375215,-0.419117,-0.245154,-0.229507,-0.34011
