qo,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
c_b,0.126703,1.574075,-0.629497,0.003135,-1.678671,0.004699,1.20029,0.319881,-1.290398,-1.18817,-2.848409,-2.08886,-2.630736,-1.531244,-3.428499,-2.557289,-1.949938,-1.087055,-1.103008,-1.869787,-1.133988,-1.259411,-0.223518,-0.90694,-3.257001,-1.640028,0.491097,0.170348,-0.117722,0.171376,-0.039069,0.806463,-0.800508,0.214678,-0.475506,-0.298338,-0.888025,-0.329366,0.152488,-0.936596,-0.330025,-0.869788,-0.09807,-1.613281,-1.60837,-1.244906,-0.07849,-1.554981,-1.219957,-6.34695,-0.573532,-2.656002,-1.572694,0.464399,0.546764,0.337578,0.026419,0.375156,0.188725,1.015049,0.616206,0.418895,0.369689,-0.004076,0.586193,0.240532,0.213768,0.264439,1.182795,-0.04498,0.381661,0.161467,1.83651,0.025655,0.570024,0.490121,0.327447,1.205625,0.71148,0.702186,0.723552,-0.128348,0.711763,1.705282,0.742053,0.777276,0.429875,0.076796,0.1349,0.384405,0.083562,2.638599,0.090005,-0.302042,-0.864908,0.161373,-0.243466,-0.774478,-0.051428,-0.095119,-0.319789,-1.513271,-0.465944,0.884887,-0.022556,0.930682,0.921654,-1.076819,-0.612113,0.503484,0.732411,-3.631779,-1.381766,-3.474779,-3.541487,-1.544987,-3.314165,-2.033425,-3.849151,-3.610276,-2.284591,-0.759519,-0.883052,-1.786028,-1.167003,-1.571426,-4.067904,-0.471075,-0.657254,-0.512342,-3.041669,-0.518613,-1.140732,-2.05465,-0.423856,-0.332167,-0.067423,-0.608521,0.424834
pfb,-1.395057,1.397507,-2.016806,0.522568,-3.677811,0.875992,0.42964,1.71584,-2.873433,-4.712426,-4.491405,-1.913461,-4.591146,-2.107454,-3.855367,-3.294226,-5.138051,-4.314965,-3.527662,-2.402585,-1.69442,-2.489183,-0.003433,-2.367544,-16.250446,-2.082217,1.11394,2.017662,-1.910317,0.801697,0.051517,-0.030706,-1.919413,0.047071,-3.079835,-1.548477,-2.036406,-2.182949,-0.041454,-1.048608,-0.344382,-2.081398,-2.551921,-1.312958,-2.017687,-2.017102,-3.430684,-2.839984,-2.755915,-2.594138,-3.101564,-4.260227,-1.790939,1.435791,1.860087,-0.563133,-0.096517,1.170579,0.216505,2.480385,1.327559,3.373603,-0.558688,0.346653,4.165673,1.286944,1.774482,0.526811,2.298006,-0.513088,0.585193,0.220291,0.588905,-0.177425,2.16967,0.877847,3.2174,3.165928,1.779067,0.495848,3.615695,1.300852,-0.931876,0.149626,2.346393,0.264958,3.733194,0.203437,-0.26399,0.480942,1.080135,1.136565,1.744544,-0.277167,-0.692022,0.504837,-1.134712,-0.721937,-0.459372,-0.237861,-0.54653,-2.388406,-0.811751,-0.443279,1.138908,-1.610034,-0.791345,-1.063464,-0.59911,-0.598873,0.058648,-11.470155,-6.808051,-3.577099,-5.280654,-2.255262,-11.713587,-4.551828,-7.016608,-9.193119,-5.388694,-0.571867,-1.878547,-19.861836,-1.646023,-3.578103,-8.542898,-3.21131,-0.220875,-4.050244,-3.194547,-1.757583,-1.805943,-2.279794,-1.033897,-2.819767,-0.057765,-0.499847,0.54815
ocr,-0.549007,9.456982,-3.848058,3.368138,-4.382897,1.077714,0.233545,13.146496,-2.475614,-2.248627,-3.746123,-2.877234,-2.962238,-2.337076,-2.310541,-3.158751,-6.664212,-2.868555,-2.885976,-2.315067,-1.57198,-1.503999,0.733288,-1.814164,-3.024891,-1.638339,5.50423,2.310796,-1.023784,1.329831,0.508623,-0.509631,-1.115312,3.632247,-4.691189,-0.911257,-1.508107,-1.870267,0.270728,-0.648406,-0.343291,-2.754424,-1.98214,-3.457413,-4.852996,-1.881815,-3.997113,-4.75145,-3.285735,-2.535722,-3.912098,-3.537079,-1.671594,1.742538,4.951659,-0.55286,0.901524,3.449709,5.236558,3.841384,1.915479,2.79893,1.381384,0.629383,1.333662,1.202582,3.763246,0.438166,3.033372,-0.425662,5.582279,1.458776,0.392079,0.59918,1.045985,1.070317,2.6692,3.840846,2.386438,1.731178,2.373583,0.092155,0.928766,0.388896,3.777854,0.220174,6.62951,2.564786,2.482703,2.364749,1.200972,3.254576,1.302612,0.645228,-0.344009,1.621514,-3.177187,-0.292712,1.195981,0.778477,-2.618385,-2.797201,-2.456371,0.827769,4.007066,-3.33742,1.04409,-1.948117,-0.058266,0.46071,1.178501,-5.488095,-4.938475,-7.842466,-11.334898,-10.309697,-7.506434,-6.103291,-8.970484,-7.157235,-4.704944,-0.925691,-3.036287,-2.57919,-2.719863,-2.577359,-1.818628,-3.710518,-3.236669,-2.32837,-3.074813,-1.23989,-0.838652,-3.349781,-0.706391,-3.566491,1.127378,-0.351992,2.023299
ctl,-0.588477,0.267629,-0.57241,-0.457239,-0.849615,0.037528,-0.330803,-0.462869,-0.982443,-1.371255,-0.773197,-1.815013,-1.859173,-1.766838,-1.702357,-2.541558,-2.804037,-1.551403,-1.145304,-2.259562,-0.927168,-0.496337,-0.593171,-1.000114,-1.375942,-1.533175,0.639977,-0.318961,-0.314518,-0.027359,-0.23512,-0.267601,-0.380624,-0.104147,-0.651251,-0.283157,-0.450009,-0.32454,-0.231673,-0.66547,-0.143695,-0.444853,-0.14554,-1.283502,-0.977245,-1.418225,-0.601273,-0.718094,-0.79128,-1.054564,-1.175173,-1.496008,-1.176157,0.490458,-0.082249,0.007523,-0.463976,0.294598,-1.220592,0.140166,0.098964,0.251556,-0.09259,-0.284011,0.614515,0.098742,0.513797,-0.20864,0.201086,0.262589,-0.360052,-0.219031,0.063445,-0.144191,-0.119428,-0.136929,0.158962,-0.184195,-0.118661,-0.078173,0.372146,-0.38584,-0.219791,0.074348,-0.069692,-0.131559,0.140377,-0.012691,-0.312532,0.009225,-0.354013,-0.295978,-0.154704,-0.615438,-0.647415,-0.277136,-1.640444,-0.575972,-0.732836,-0.064924,-1.395091,-1.315656,-1.764472,-1.441106,-0.068018,-1.624596,-0.567362,-1.145501,-0.352395,-0.60846,-0.610877,-3.833965,-1.253831,-2.487558,-3.117268,-1.953099,-3.229736,-2.301472,-3.518045,-2.928138,-0.922268,-0.701167,-1.073023,-1.261068,-1.310502,-1.285842,-1.946367,-1.657661,-0.9131,-0.968606,-0.866335,-0.609053,-0.533846,-1.505539,-0.283382,-0.03794,-0.228519,-0.326207,-0.058548
oap,-0.442179,0.432211,-1.061356,-0.514511,-1.070983,-0.243932,-0.625759,-0.441475,-1.020816,-1.339266,-0.976726,-1.779076,-1.765329,-1.854599,-1.773973,-2.108802,-1.229507,-1.484739,-1.209765,-2.341824,-1.554208,-1.546927,-0.73655,-1.21086,-1.720248,-1.529396,0.525278,-0.092749,-0.344499,0.015025,-0.478133,-0.290471,-0.222492,-0.523999,-0.611922,-0.326483,-0.607782,-0.470774,-0.068346,-1.050363,-0.173891,-0.688583,-0.146648,-1.270534,-1.614354,-1.478906,-0.499503,-1.977861,-0.89869,-1.166534,-1.059723,-1.705924,-1.592315,0.235195,0.040191,0.095039,-0.223123,-0.292572,-0.687812,0.583705,-0.060651,-0.541711,-0.031052,-0.12561,0.722658,0.202031,-0.046415,0.09517,0.859839,0.044151,-0.384283,-0.285437,0.059687,-0.048148,0.04994,-0.135973,0.119678,-0.728468,-0.00792,0.129743,0.620523,-0.52518,-0.277059,-0.044016,-0.217356,0.040648,0.053723,-0.009154,0.030655,-0.012285,-0.322877,-0.281137,-0.19926,-0.974083,-0.637572,-0.326985,-1.373802,-0.50451,-0.401584,-0.327084,-1.656667,-1.076305,-1.662863,-1.282385,-0.178883,-2.136866,-0.615955,-1.215204,-0.398278,-0.471082,-0.490112,-3.942459,-1.551883,-3.222306,-3.522645,-1.827391,-4.242905,-2.392269,-3.491223,-3.888141,-1.077788,-0.91197,-1.150997,-8.108703,-1.290499,-1.045671,-1.185682,-1.789811,-1.141285,-0.904101,-0.531721,-0.549107,-0.524005,-1.513166,-0.008779,-0.016275,-0.153729,-0.474369,-0.07863
rmk,-0.002964,-0.043183,-0.463735,-0.515095,-0.173568,-0.136431,-0.367513,0.352627,-1.166736,-1.191763,-2.101791,-2.245804,-1.850859,-1.08439,-1.921233,-2.343228,-2.092933,-1.610448,-1.612492,-1.690697,-0.928086,-1.400314,-0.433889,-1.006887,-1.286458,-1.68108,0.064973,-0.293483,-0.109675,-0.243785,-0.263429,-0.285837,-0.362233,-0.080403,-0.594027,-0.312338,-0.549819,-0.305776,-0.094518,-0.720591,-0.123484,-0.501553,-0.111217,-1.340852,-2.1411,-1.504734,-0.355176,-1.799454,-0.988231,-0.936316,-0.671874,-1.578093,-1.772188,0.12445,-0.016602,0.055786,-0.13741,-0.013268,-0.43575,0.047835,-0.074473,-0.111054,-0.117761,-0.065032,0.22444,0.045659,0.096219,0.089599,0.571141,-0.022316,-0.378219,-0.06775,-0.031381,0.043986,0.028184,-0.109522,0.025213,-0.161761,-0.07343,-0.069156,0.186611,-0.412614,-0.338238,-0.136165,-0.159728,-0.180401,-0.048007,0.07787,0.124751,-0.063771,-0.318549,-0.300875,-0.117212,-0.208149,-0.753844,-0.046214,-1.083624,-0.586697,-0.560098,-0.352056,-2.074521,-0.581648,-1.171358,-2.784744,-0.112456,-1.139796,-0.409507,-0.809029,-0.210764,-0.697558,-0.650438,-3.858025,-8.908739,-2.030752,-2.102588,-1.817444,-5.684486,-3.093101,-2.301668,-3.094643,-0.562321,-0.394655,-1.141928,-1.208573,-1.314549,-0.391017,-4.50863,-1.675424,-1.463676,-0.868806,-0.937724,-0.651648,-0.597168,-1.487284,-0.319514,-0.086357,-0.233031,-0.286719,-0.180701
wol,1.394433,1.2999,-0.308824,-1.499186,0.3451,-0.013454,-0.764543,1.550605,-2.23672,-1.746475,-0.613944,-2.242349,-1.851563,-0.980854,-3.373448,-2.305006,-1.446688,-1.721241,-1.085574,2.227274,0.18791,-1.794096,-0.627268,-3.070423,-16.910042,-0.34749,0.557589,-1.456997,-0.411984,-0.73188,-0.273323,-0.311894,-0.241781,-0.265721,0.128594,-0.021408,-0.552343,-0.500394,0.044216,-0.926085,-2.205431,-0.076434,1.181933,-0.869182,-1.955948,-0.936803,0.035961,-0.937963,-1.678778,-0.387398,-1.440899,-3.358606,-1.520993,2.425955,8.613333,3.354417,4.485535,2.094425,0.181246,4.006133,3.445792,2.930222,2.383352,-0.429871,5.102067,6.634106,0.823971,0.7303,3.107855,2.168436,3.742159,0.885968,1.819638,2.329024,0.720421,8.655712,3.499131,4.237538,0.29242,0.846793,2.60883,-1.151776,-0.205022,-0.254939,-0.678777,0.764525,0.32119,0.17226,-0.362034,-0.309648,-0.135136,0.201361,-0.014972,0.506214,-0.62781,-0.135144,2.428417,-0.384374,-7.783582,0.123549,7.610029,1.007614,7.47639,4.781741,0.018574,5.065856,-0.610261,-0.739774,-0.370344,0.140049,-0.125061,-4.556312,-11.546717,-2.746405,4.381368,-3.249031,-7.018652,-1.735772,-3.951665,-4.697377,-1.008467,-0.446328,-1.809789,-27.229594,-0.978379,-2.199093,-10.172322,-6.134058,-0.026024,-3.895918,2.374367,-3.558581,-0.480278,-1.707745,0.851661,0.162224,1.907091,2.306333,0.324768
frs,0.207822,0.281887,-0.092932,-0.461377,-0.808052,0.062107,-0.173839,-0.223258,-1.552279,-1.363179,-5.500997,-1.378978,-2.427898,-2.532057,-2.641515,-1.996072,-1.414198,-1.918922,-2.069828,-3.358621,-1.159288,-1.85089,-0.306698,-0.560793,-2.35458,-1.102509,0.233897,0.087002,0.140454,0.058591,0.04374,0.063854,-0.322481,0.112188,-0.514206,-0.086577,-0.613154,-0.149671,0.126805,-0.226944,0.426936,-0.136313,0.001393,-2.338678,-2.169331,-2.311348,-0.189896,-2.417365,-0.74256,-0.955152,-0.936805,-3.252199,-1.768354,0.194476,0.365098,0.040166,0.176402,0.147076,0.234322,0.170177,0.226758,0.19469,0.106746,0.131734,0.247951,0.208964,0.157726,0.147638,0.262631,0.276317,0.211287,0.116537,0.205999,0.139302,0.124138,0.16919,0.172873,0.214999,0.14541,0.216399,0.077261,0.104354,0.032262,0.06021,0.165337,0.121366,0.318706,0.111468,0.020768,0.18058,0.489115,-0.172513,0.164094,-0.334029,-0.38454,-0.100149,0.422759,-0.244283,-0.292992,-0.083653,0.497798,-0.412854,0.397901,-0.007231,-0.029165,0.512758,-0.3486,-0.180601,-0.117902,0.200811,0.180056,-2.403395,-0.550538,-1.661566,-4.182974,-0.81778,-5.510309,-1.626848,-1.291965,-1.697292,-0.811597,-0.093689,-0.59545,-0.403417,-0.852922,-0.462111,-1.438738,-1.143725,-0.878949,-0.340826,-0.394792,-0.331336,-0.328212,-1.385777,-0.350353,-0.1314,-0.167974,-0.307611,-0.030517
fsh,-0.110362,-0.056032,-0.293188,-0.328809,-0.302045,-0.082428,-0.180148,-0.268359,-0.468848,-0.878504,-1.329842,-1.655893,-1.322598,-1.867986,-1.359153,-1.431326,-0.497194,-0.976607,-0.887424,-2.090623,-1.052108,-1.110512,-0.355736,-0.621707,-1.118167,-1.109355,-0.044226,-0.054746,-0.085492,0.03838,-0.150776,-0.096247,-0.507578,-0.017399,-0.467457,-0.084972,-0.568336,-0.168886,-0.15688,-0.573475,-0.137825,-0.616776,-0.110248,-1.1613,-0.448738,-0.878367,-0.224759,-0.886485,-0.615192,-0.509107,-0.565261,-1.204905,-0.811159,0.010182,-0.020687,-0.085793,-0.021887,-0.011567,-0.05693,0.024435,0.011258,-0.010859,0.044891,-0.038689,0.033849,0.01875,0.029894,0.012241,-0.021382,-0.026182,-0.009373,-0.009237,-0.000015,0.004233,-0.034897,-0.016324,-0.008313,-0.009628,-0.029673,-0.008468,0.013297,-0.051853,0.057358,-0.117789,-0.004955,-0.021275,-0.009167,0.034028,0.059887,-0.048388,-0.118456,-0.121333,-0.119908,-0.199162,-0.400412,-0.143776,-0.459195,-0.213989,-0.323654,-0.266863,-0.420813,-0.98056,-0.704862,-0.484411,-0.047832,-0.466324,-0.402533,-0.652573,-0.128646,-0.23565,-0.332442,-2.688639,-1.081653,-3.069091,-2.687581,-1.275307,-3.006696,-1.278101,-2.556799,-2.064596,-0.576623,-0.542465,-0.874095,-0.783859,-1.050887,-1.24273,-0.606484,-1.316527,-1.072009,-0.387943,-0.741683,-0.424316,-0.392074,-1.132369,-0.20696,-0.007756,-0.129195,-0.238738,-0.113083
coa,-0.31889,-0.422694,-0.301785,-0.334192,-0.362257,-0.258663,-0.225696,-0.303602,-0.639132,-0.624776,-0.528636,-0.704973,-0.422409,-1.099693,-0.736049,-0.715204,-0.526513,-0.702525,-0.607437,-1.315359,-0.582422,-0.770911,-0.556804,-0.487707,-0.525687,-0.723044,-0.260781,-0.165596,-0.192306,-0.155353,-0.268689,-0.17113,-0.159078,-0.213525,-0.100213,-0.231958,-0.368113,-0.180146,-0.264502,-0.115895,-0.221188,-0.219419,-0.290204,-0.398609,-0.513386,-0.461647,-0.316535,-0.426348,-0.382291,-0.442608,-0.238999,-0.559441,-0.475397,-0.150721,-0.175535,-0.218474,-0.120842,-0.178202,-0.079226,-0.133626,-0.211487,-0.137264,0.054148,-0.122718,-0.093654,-0.177553,-0.23196,-0.15028,-0.168806,-0.204415,-0.187968,-0.115084,-0.1907,-0.122456,-0.179634,-0.221086,-0.207016,-0.152434,-0.121922,-0.122392,-0.189208,-0.095587,-0.151288,-0.097034,-0.162072,-0.092442,-0.159288,-0.156162,-0.197407,-0.037715,-0.11171,-0.132258,-0.055563,-0.023821,-0.28207,-0.138211,-2.457885,-0.339218,-0.283644,-0.224218,-1.776977,-0.981651,-2.060663,-0.134503,-0.186236,-0.671191,-0.212677,-0.243123,-0.236952,-0.225051,-0.170834,-0.61972,-0.345068,-0.387985,-0.541604,-2.173634,-2.803211,-0.519559,-2.506618,-0.507234,-0.272277,-0.317025,-0.52785,-0.333831,-0.35487,-0.26654,-0.448056,-0.267699,-0.304018,-0.193465,-0.24087,-0.352941,-0.197968,-0.430067,-0.264911,-0.220184,-0.313264,-0.296106,-0.225637
oil,-0.205377,-0.244171,-0.232734,-0.23517,-0.33151,-0.197766,-0.17414,-0.186994,-0.400343,-0.352294,-0.303085,-0.321578,-0.340354,-0.339419,-0.531706,-0.416699,-0.448285,-0.421881,-0.376321,-0.995807,-0.130346,-0.514471,-0.384871,-0.280549,-0.332759,-0.141388,-0.167743,-0.168285,-0.174808,-0.165789,-0.205596,-0.111043,-0.154971,-0.173301,-0.080402,-0.143863,-0.298042,-0.144859,-0.217496,-0.085939,-0.17617,-0.22049,-0.159979,-0.465318,-0.414285,-0.255869,-0.21562,-0.416912,-0.34504,-0.402073,-0.217539,-0.342197,-0.29769,-0.18053,-0.18762,-0.191377,-0.15763,-0.135294,-0.037182,-0.166238,-0.18274,-0.152186,-0.154939,-0.164179,-0.16388,-0.169739,-0.174066,-0.159845,-0.233131,-0.252012,-0.166933,-0.179021,-0.198139,-0.149645,-0.192133,-0.183853,-0.161245,-0.134305,-0.152823,-0.118569,-0.196615,-0.162145,-0.230345,-0.17577,-0.173717,-0.18031,-0.105568,-0.185113,-0.191591,-0.159558,-0.142575,-0.099508,-0.14659,-0.112727,-0.129214,-0.10593,-0.27002,-0.17005,-0.218275,-0.198047,-0.286724,-0.255308,-0.319683,-0.406543,-0.218895,-0.237233,-0.164676,-0.150415,-0.205551,-0.169038,-0.106501,-0.382139,-0.164558,-0.157528,0.209821,-0.566163,-0.356809,-0.355578,-1.662424,-0.236873,-0.189343,-0.199052,-0.119536,-0.174249,-0.196779,-0.17926,-0.337776,-0.233808,-0.177503,-0.703757,-0.137024,-0.27242,-0.180111,-0.320161,-0.281137,-0.247044,-0.198672,-0.199324,-0.198502
gas,-0.061027,-0.090562,-0.074799,0.037349,-0.075892,-0.089299,-0.033741,-0.12467,-0.227039,-0.669359,-0.139362,-0.847918,-0.105982,-0.264005,-0.536605,-0.553654,-0.121343,-0.571664,-1.33866,-0.346073,-0.6492,-0.38745,-0.287851,-0.623326,-0.071935,-0.112257,-0.065351,-0.086823,-0.077836,-0.063914,-0.14686,-0.020277,-0.052497,-0.093507,-0.065724,-0.210895,-0.383487,-0.047245,-0.071461,0.023857,-0.053375,-0.095065,-0.077406,-0.556406,-0.503529,-0.270688,-0.128169,-0.318998,-0.053674,-0.380216,-0.005836,-0.249591,-0.209113,-0.070517,-0.079051,-0.186619,0.071492,-0.030886,-0.014398,-0.053573,-0.073319,-0.070005,-0.054497,-0.06528,-0.081884,-0.059763,-0.057406,-0.04633,-0.084133,-0.221647,-0.073053,-0.094842,-0.104886,-0.058515,-0.072312,0.02114,-0.003901,-0.044815,-0.051795,-0.0215,-0.083315,-0.082725,-0.130602,-0.011116,-0.054332,-0.068912,0.016284,-0.072078,-0.140139,-0.050434,-0.008239,-0.025879,-0.055966,0.032372,-0.033241,-0.020383,-0.417365,-0.031318,-0.148982,-0.184127,-0.134189,-0.116643,-0.171296,-0.445681,-0.106927,-0.160444,-0.030636,-0.023635,-0.020091,-0.08059,0.015602,-0.294562,-0.525017,-1.71719,0.156444,-0.140637,-0.251588,-0.6932,-0.765856,-0.81775,-0.072372,-0.411273,-1.037687,-0.307062,-0.262925,-0.076742,-0.444964,-0.280662,-0.495879,-0.430695,-0.053012,-0.083119,-0.166582,-0.144074,-0.180705,-0.262995,0.048395,-0.260502,-0.099473
omn,-0.255756,-0.080832,-0.514126,-0.347514,-0.302862,-0.040216,-0.018113,-0.251941,-1.081616,-0.799286,-0.8991,-2.146748,-1.394283,-0.637072,-1.457226,-1.111729,-1.827334,-1.290933,-0.953855,-0.699864,-1.149248,-1.061631,-0.373464,-0.649414,-1.605486,-1.352143,-0.122636,-0.111464,-0.078173,0.054478,-0.154556,0.018766,-0.211244,-0.296475,0.036896,-0.206256,-0.806186,-0.124931,-0.143507,-0.081016,-0.149877,-0.439859,-0.147509,-0.542886,-0.570854,-1.216457,-0.229263,-1.64366,-0.698852,0.152603,-0.368647,-0.517599,-0.934839,0.010298,-0.890299,0.003943,-0.014912,0.013832,-0.025273,-0.083136,-0.078558,-0.062552,-0.017789,-0.028832,0.013001,-0.069189,-0.106987,-0.053703,-0.034237,0.132903,-0.027471,-0.019225,-0.030462,-0.020038,-0.046421,-0.082765,-0.1366,-0.227523,-0.165139,0.002564,-0.074373,-0.224892,-0.150905,0.013757,0.077736,-0.117283,0.070015,-0.154178,0.018086,0.063983,0.043332,-0.15217,-0.057309,0.053745,-0.18777,-0.005848,-0.917623,-0.281713,-0.612538,-0.805801,-0.888586,-0.806306,-1.106859,-1.085358,-0.204108,-0.808298,-0.087783,-0.459246,-0.401583,-0.236352,-0.278675,-1.04417,-0.888215,-1.245058,-0.334179,-0.293506,-2.938308,-1.151883,-1.070243,-0.250631,-0.353174,-0.272069,-0.695929,-0.451701,-0.375579,-0.086148,-1.190995,-0.409685,-0.678763,-0.316796,-0.502487,-0.364156,-0.149168,-0.75754,-0.055632,-0.169487,-0.302753,-0.170285,-0.236026
cmt,-0.702426,0.210967,-0.63294,-0.553476,-1.05721,-0.00611,-0.440526,-0.068005,-0.98886,-1.226567,-3.748901,-1.834918,-1.900112,-1.380216,-2.841169,-2.224017,-2.578917,-1.421108,-1.090817,-2.250944,-0.416777,-1.41749,-0.658156,-0.823579,-1.535433,-1.87255,0.296991,-0.280579,-0.125845,-0.033282,-0.267003,-0.2581,-0.420317,-0.073459,-0.632177,-0.25175,-0.392316,-0.255623,-0.388085,-0.638642,-0.131031,-0.44363,-0.17109,-1.346869,0.049117,-1.164703,-0.664065,-1.040267,-0.74749,-1.014079,-0.451894,-1.452031,-1.167701,0.263991,-0.139959,-0.114724,0.161263,0.476746,-0.110709,0.093361,0.052543,0.22777,-0.229318,-0.47259,0.542101,0.018305,0.237519,-0.056276,0.0103,0.131529,-0.464203,-0.095432,0.096369,0.021069,0.022162,-0.114483,0.131491,-0.157718,-0.061217,-0.12198,0.247295,-0.39319,0.078852,-0.10548,-0.06744,-0.014848,0.080007,0.092607,-0.090978,0.06775,-0.179676,-0.122456,-0.057496,-0.719554,-0.545935,0.228733,-1.396245,-0.609922,-0.823798,0.677718,-1.483414,-1.204836,-1.428193,-1.727365,-0.098361,-1.547384,-0.452945,-0.57489,-0.295969,-0.583562,-0.603859,-3.892439,-1.22737,-2.466342,-3.0955,-1.675295,-3.475725,-1.944131,-3.004714,-2.660087,-0.868661,-0.627623,-0.862178,-0.87221,-1.329598,-1.452165,-0.8874,-1.612884,-1.428935,-0.947578,-0.941985,-0.596333,-0.464952,-1.28684,-0.380025,0.044746,-0.215377,-0.286124,-0.189368
omt,-0.009641,-0.110732,-1.557659,-0.608946,-0.216271,-0.248095,-0.604695,-0.121181,-1.090168,-1.334231,-0.836301,-1.853504,-1.731848,-1.778237,-1.827874,-2.003115,-2.162215,-1.689642,-2.046032,-2.361843,-0.079694,-1.702392,-0.557817,-0.777799,-1.313645,-1.706824,0.770661,-0.095561,-0.388356,0.14928,-0.506817,-0.290762,-0.027763,-0.591238,-0.552733,-0.312154,-0.595425,-0.451082,-0.037097,-1.068161,-0.186377,-0.716347,-0.118543,-1.324434,-1.624865,-1.206028,-0.224839,-2.041364,-0.91884,-1.345107,-0.463527,-1.755929,-1.861094,0.260093,0.099091,0.095331,0.221732,-0.320123,-0.639564,0.224559,-0.077604,-0.870908,-0.058891,-0.065648,1.245735,0.252893,0.505426,0.30902,0.775189,0.280319,-0.236298,-0.23784,-0.006967,0.153106,0.269326,-0.184509,0.269035,-0.785043,-0.066647,0.068331,0.768928,-0.608741,0.204366,-0.117595,-0.060665,0.047091,0.452869,-0.559849,-0.312466,0.098398,-0.00126,0.595071,-0.117008,-2.608434,-1.030941,0.851817,-1.562842,-0.649255,-0.431751,-0.05573,-3.229125,-0.842919,-1.886294,-2.033306,-0.18657,-3.082942,-0.34128,-0.614735,-0.496368,-0.663824,-0.648586,-3.658764,-1.077795,-3.124925,-3.543904,-1.611977,-4.177664,-2.306245,-3.092096,-4.331754,-1.481257,-1.604287,-0.990066,-0.754647,-1.67437,-1.239072,-1.038908,-1.964826,-1.382035,-0.946673,-1.057641,-0.585522,-0.812898,-1.380621,-0.204602,-0.196969,-0.180856,-0.665971,-0.16111
vol,1.395642,1.750488,0.763203,-0.130767,-0.40964,0.674821,-0.128644,-0.659751,-0.890737,-0.649978,1.523903,-2.109882,-2.741925,-1.04539,-3.610362,-3.663572,-0.766846,-2.02942,-1.28755,-0.840628,-1.023435,-1.995326,-0.251784,0.462691,0.196617,-1.131695,3.036934,0.566507,0.140326,0.29233,-0.447817,-2.122236,-0.583171,0.766695,-0.829425,0.430471,0.400699,-0.175209,0.590947,-0.674186,0.282917,-0.709028,0.12706,-3.18952,-4.629959,-2.543555,-3.67818,-2.181658,-0.216819,-2.494032,-1.774806,-1.495213,-1.119723,1.069884,2.180966,2.085677,0.749336,2.548167,1.251597,2.407127,1.021362,0.47348,0.624733,0.314294,1.980989,1.296894,1.559298,2.154933,1.545188,1.739639,-0.238968,0.874925,1.493724,0.258827,1.539262,0.013085,2.503568,0.155483,1.961603,-0.865099,1.473007,-0.906517,0.375272,1.528436,1.196227,0.129893,1.348236,2.092078,0.577427,0.598511,0.971992,1.473403,3.634654,-3.722053,-2.847659,-1.872467,-0.49791,-0.039617,-0.316135,0.519395,-1.815039,0.250041,-0.74391,-1.86842,0.499272,3.338884,-1.86245,-6.782756,-0.530101,-1.220615,-0.12601,-5.91022,-0.949804,-1.169918,0.762433,1.879335,-19.360479,-3.648106,-1.871889,-4.095449,-1.773696,2.256405,-5.641041,1.743931,-0.045367,1.934442,-2.103907,-0.240984,-1.808176,1.219602,-0.470887,-0.417847,0.780606,-1.968098,1.097549,1.884502,0.561286,-0.417726,0.943365
