qfe,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
omn,-2.587377,-2.150018,-2.045571,-2.609867,-3.312623,-4.752775,-3.52756,-1.651343,-6.212239,-0.10713,-2.776396,-7.6864,-6.244205,-5.459151,-4.052737,-2.257126,-6.805131,-5.181171,-3.815657,-1.528587,-5.528088,-3.88323,-4.327044,-3.016861,-7.459348,-4.499938,-8.801614,-3.680368,-2.377188,-3.84357,-2.226706,-1.932207,-2.17955,-5.471399,-2.044085,-3.293588,-3.46161,-2.280657,-1.739184,-4.373597,-2.994096,-3.833545,-1.992048,0.564059,248.200897,-6.425688,-2.310206,4.828911,-3.458877,22.010889,-0.791452,1.165728,-4.292147,-3.066556,-10.246167,-0.323818,-2.249049,-3.793106,-3.67501,-3.257102,-4.731911,-3.989803,-1.616462,-2.193772,-2.139275,-2.897008,-4.167496,-2.480272,-4.452545,-1.153893,-6.172364,-1.937691,-2.762674,-2.049874,-2.907035,-2.878404,-5.255058,-3.805403,-3.531594,-1.40476,-3.181702,-3.162724,-2.428027,-0.706633,-1.207172,-1.903186,-2.301107,-3.156855,-1.380955,-1.464362,-0.717604,-1.821052,-1.391474,-1.236353,-2.278623,-1.03091,-4.623222,-3.511786,-5.075809,-6.131593,-1.833752,-4.451498,-4.11828,-4.702598,-3.532107,-3.926336,-1.209966,-3.381715,-2.756569,-2.296203,-2.408873,5.284424,-8.468538,1.289211,5.213294,3.003135,-12.569149,-1.50794,4.725992,5.575562,-2.041123,-3.415824,-3.708626,-3.667335,-0.637283,-3.877557,-3.495932,-1.057588,-4.83267,-0.446976,-2.899038,-3.727867,-2.260423,-1.510781,-1.246301,-1.954392,-4.089088,-2.922571,-3.326548
cmt,-3.834882,-5.101635,3.511961,-1.783169,-6.010089,-12.025825,-9.314496,0.24507,-6.766121,10.721909,1.60696,10.162702,0.382907,5.709262,10.024909,6.361012,2.952307,0.651312,3.003109,11.160066,0.758564,1.336706,-1.646024,-3.752589,1.294211,2.326935,-23.017605,-10.169125,-4.880883,-12.871602,-4.659103,-6.502784,-1.995877,-11.862592,1.453067,-7.624722,3.337952,-6.306191,-3.172021,-7.691108,-7.333016,7.5822,-4.479927,10.652344,13.911533,7.613313,-3.580784,73.749623,2.005784,1.422702,6.953549,7.903984,1.346151,-9.214089,-17.434577,-1.105628,-6.732093,-10.51694,-10.851932,-8.228847,-13.213033,-10.819245,-5.629331,-7.219377,-5.968662,-8.17868,-10.742783,-6.588442,-13.150707,-5.774044,-19.081578,-5.657404,-7.869539,-6.209653,-8.340222,-8.026731,-13.546635,-8.585245,-8.407275,-4.732232,-8.304031,-6.06661,-6.370374,-4.884183,-5.882967,-4.48426,-7.621559,-6.233889,-5.592906,-6.151133,-4.425628,-2.806004,-4.156426,-2.796852,-3.680057,-1.444192,-1.767282,-7.178239,-7.667008,-5.947176,5.119723,-3.298185,0.077814,-3.255581,-8.971966,-4.394625,-3.493216,-3.27591,-4.678116,-4.164767,-3.746204,23.605117,-2.158147,25.842243,17.903112,10.343612,-1.544438,10.216483,31.760114,17.831232,0.419157,-8.682493,-2.127381,-4.50974,4.25845,1.133142,6.735987,1.871019,-8.785254,1.485206,-3.219406,-5.825068,-6.13913,5.288793,-3.47555,-4.569235,-7.812908,-7.553646,-7.154426
omt,-3.888768,-5.788148,0.972215,-1.622287,-5.228559,-12.542226,-9.444095,0.435896,-6.129239,10.177386,6.793451,10.081696,1.363696,5.571242,12.791675,7.642214,3.511839,-0.255451,1.107637,11.867017,1.769207,1.089703,-1.300027,-3.769906,1.439314,2.356812,-22.794731,-9.692449,-5.599949,-12.783326,-5.417936,-6.676564,-1.30726,-12.811801,1.64882,-7.788329,2.529025,-6.787646,-2.657162,-8.500213,-7.456186,6.87433,-4.363089,10.391082,9.885995,7.34254,-2.647335,71.977647,1.645679,0.811974,7.078437,10.129677,-0.065818,-9.625743,-17.078749,-0.53825,-6.63415,-10.807723,-12.35206,-8.461436,-13.417159,-11.927584,-5.270444,-6.727488,-5.357989,-8.047583,-10.376002,-6.409314,-11.941129,-5.470324,-18.411397,-6.075458,-8.161655,-6.254266,-7.935032,-8.141092,-13.572985,-8.160186,-8.521262,-4.437206,-7.993658,-6.075068,-5.923467,-4.379899,-6.055307,-4.385814,-6.948797,-7.912584,-6.475121,-6.250844,-3.948723,-1.705752,-3.943224,-3.346779,-4.701674,-0.564795,-3.092549,-7.13498,-7.412506,-6.967695,0.572232,-3.015927,-1.079153,-3.886658,-9.313114,-7.994344,-3.081974,-3.290376,-4.877584,-4.267242,-3.804785,24.439758,-2.996565,24.94203,15.218031,10.568156,-4.041293,9.571571,30.169263,14.195231,-2.012909,-10.459867,-2.624941,-4.263796,2.62023,2.969096,6.591636,1.028896,-8.566718,1.588916,-3.531599,-6.078499,-7.278239,5.060415,-2.995275,-5.052866,-7.657457,-8.685511,-7.008697
vol,-0.544408,-2.057469,8.323955,-0.929796,-4.036406,-10.548841,-8.554289,0.049006,-6.592344,13.440505,12.435856,7.736306,-0.096107,7.113917,5.586064,3.630016,6.573849,-0.62679,2.192108,16.548311,-1.870738,-0.7885,-1.263155,0.051852,4.636313,3.649791,-19.696441,-8.359139,-4.596401,-12.364079,-6.528252,-10.518956,-2.15057,-9.726543,0.660886,-6.23811,5.898257,-5.9206,-1.452885,-7.769007,-6.175648,7.745768,-3.597873,5.839129,3.146126,4.832854,-9.021702,73.596883,3.613985,-0.93448,5.486905,8.452809,1.784867,-8.14268,-13.343224,4.723826,-5.313708,-7.312791,-7.666692,-4.272831,-11.76305,-10.155984,-3.336658,-5.684749,-2.274925,-5.476818,-7.188603,-1.126698,-10.128888,-1.712071,-18.18992,-3.563204,-6.000589,-5.420651,-4.779122,-8.119834,-9.190609,-8.158829,-3.411526,-5.858526,-5.788099,-9.594483,-5.256083,-2.780725,-6.157935,-4.23366,-5.304067,-2.351699,-4.589785,-5.143229,-1.201795,0.390361,3.988133,-3.762079,-12.981579,-8.330659,-0.263233,-5.812269,-6.714832,-5.725211,5.750921,0.103542,1.561156,-1.8582,-7.767487,4.131263,-6.556899,-14.240309,-4.117565,-5.217539,-2.472059,18.608075,-2.097422,28.957512,26.775322,20.433475,-38.479848,7.588013,37.295717,13.151158,-1.152219,-2.038175,-10.121397,1.217963,6.637668,10.683892,6.134534,5.022006,-9.16617,7.153085,-2.454854,-6.049645,-3.130084,4.743921,-2.065552,0.996841,-6.251666,-7.836251,-4.84888
mil,-4.144499,-5.877628,3.411612,-1.84886,-5.981214,-12.057826,-9.051668,-0.000165,-6.649216,11.141812,3.455006,8.822456,0.803179,7.824437,8.869676,6.841226,2.647575,-0.087558,1.283558,14.005536,-2.783165,2.091182,-1.914986,-3.834288,-0.16779,1.594301,-23.301913,-10.193339,-4.82305,-13.533128,-4.643059,-6.428504,-1.87044,-11.736039,1.555659,-7.730217,3.158739,-6.860895,-2.694291,-7.907583,-7.199845,8.637156,-4.034098,11.74543,8.377041,6.839972,-2.282035,71.318572,1.223648,3.105926,6.493247,8.613027,-0.622785,-9.533047,-17.097944,-0.45962,-7.10639,-11.550157,-10.904816,-8.490447,-13.449023,-11.403838,-5.308511,-6.713691,-6.608113,-8.06125,-10.854835,-6.496747,-12.052002,-5.906672,-18.878448,-5.744177,-8.096502,-6.101589,-8.29367,-7.964631,-13.811709,-8.343722,-8.392238,-4.590364,-8.674599,-6.097837,-6.872842,-4.57404,-6.047151,-4.330287,-7.449074,-6.649192,-5.489842,-6.60225,-4.392279,-3.290371,-4.146938,-2.628077,-4.257145,-2.329273,-2.71601,-7.104039,-7.175356,-5.510222,2.451382,-2.480833,0.311896,-8.261875,-8.542995,-4.037595,-3.910898,-3.56952,-5.148417,-4.821716,-4.224686,22.734876,-2.864994,23.205009,17.359176,11.307697,-12.175366,6.255879,31.877243,15.69922,1.648104,-8.426474,-3.214967,-5.027591,2.291292,5.972784,5.891868,0.02131,-8.343048,1.317162,-3.329086,-6.184251,-6.479029,4.98175,-3.541629,-4.208031,-7.767545,-7.648615,-7.237646
pcr,-2.667502,-4.949227,3.785637,-1.535094,-4.029129,-11.940478,-8.405962,4.277777,-4.878762,10.443446,0.003135,10.804798,1.639388,4.631387,12.40829,7.667068,8.596605,0.01798,3.366202,11.563493,-2.401683,2.428839,-2.075581,-3.064558,1.762982,0.813805,-23.037481,-7.592685,-4.576303,-12.633405,-4.346716,-6.707385,-0.35831,-12.270941,2.581396,-7.473402,2.019411,-6.454592,-3.896999,-6.796515,-7.646877,8.986808,-4.002573,9.249208,7.717333,9.081888,-1.512515,74.750759,2.635198,0.212075,7.29912,5.302157,-0.103593,-9.895619,-18.667739,2.317038,-4.788878,-9.878697,-9.405757,-7.01248,-12.708969,-9.917139,-4.224391,-6.020679,-5.83905,-5.849796,-8.891602,-2.936357,-12.534893,-3.532524,-17.465938,-3.80378,-7.734938,-6.112191,-7.802989,-6.015413,-11.707152,-10.09114,-9.284596,-3.274725,-7.21157,-5.276163,-8.997845,-8.078705,-5.63209,-5.45221,-8.590894,-6.045208,-4.912322,-5.963436,-3.502251,-2.518701,-3.193282,-1.819398,-5.627645,-2.634195,-0.517309,-5.204538,-6.911126,-6.238607,5.296782,-1.426282,1.223732,-3.010104,-8.852002,2.382272,-4.887181,-3.717596,-4.661568,-2.375175,-5.26729,6.887402,0.084968,20.110968,17.429524,15.008635,-7.947355,-0.394925,17.653696,21.233181,-4.913712,-1.871188,-1.530877,-1.536731,2.916995,7.537788,0.259547,2.643507,-7.994046,1.061365,-2.457041,-6.217538,1.02748,4.978302,5.864342,-0.903954,-7.713374,-7.083675,-7.861251
sgr,-3.691605,-1.529583,9.037088,-0.654367,-6.876554,-11.82026,-8.031933,0.301768,-7.091441,11.649709,10.123881,9.147881,-0.801043,16.783221,1.823711,6.157443,9.218614,0.37275,2.094096,11.970608,-0.435553,0.937893,-1.783967,-3.309251,-5.240448,1.525187,-22.783402,-9.027837,-5.032754,-12.566016,-4.503051,-6.385942,-3.390235,-10.393706,1.472384,-7.022366,3.271462,-6.738127,-2.787458,-8.140187,-8.11159,7.541416,-4.74028,10.463662,8.912673,0.247002,-2.136418,83.013151,0.121757,-10.30658,6.192496,3.498737,0.318393,-8.620262,-15.159995,2.235556,-6.769897,-10.527659,-9.924348,-5.883955,-11.627026,-10.009914,-3.972303,-6.011552,-5.617261,-7.368087,-10.694989,-6.020034,-12.594379,-1.762303,-17.109157,-5.270731,-3.237372,-6.05052,-6.249454,-6.987871,-12.950361,-5.843024,-7.111001,-4.264213,-7.563514,-4.5429,-4.871285,1.567795,-6.425594,-2.818018,-6.957011,-5.908965,-4.878974,-5.459941,-0.940438,3.112137,-2.264581,-1.853062,-6.159951,3.87709,-0.688688,-7.80337,-3.075952,-5.325187,4.2348,3.747676,0.37202,1.01724,-8.840676,3.027015,1.029208,-4.285726,-4.422821,-2.032682,-0.683992,31.27401,-3.518566,21.315902,11.119872,14.960518,-8.04355,12.889718,14.133108,12.716575,-3.22015,-7.218673,-3.071253,-7.804549,4.800374,4.306861,-0.716509,5.307575,-6.597188,3.751612,-14.55256,-5.596931,-7.688803,3.133803,-0.553217,-2.374748,-7.132089,-8.90265,-6.487146
ofd,-4.586545,-5.623977,4.476978,-1.451113,-5.532163,-11.788468,-9.532484,-0.419357,-6.530966,11.548097,6.621484,10.405516,1.145239,5.067994,10.075186,7.509553,3.573574,0.378233,2.106609,12.104571,-2.37547,0.75591,-2.671253,-3.961479,0.667637,0.083499,-22.751633,-9.77026,-4.823102,-12.384699,-4.405566,-7.610335,-2.025301,-11.430192,1.410635,-7.015946,2.869243,-7.606486,-3.022286,-7.403682,-7.243125,7.462052,-4.393783,10.133356,8.144411,6.741937,-2.965529,74.877363,2.527276,2.364454,6.863178,7.071221,0.176003,-9.324181,-17.607454,-1.555699,-6.817213,-11.328031,-13.176401,-8.134939,-13.059395,-11.138226,-5.142357,-6.843309,-6.198732,-7.941658,-10.832564,-6.450369,-11.86956,-5.861117,-17.88799,-5.84061,-8.164279,-6.069759,-8.387854,-7.975393,-13.546909,-8.226879,-7.971652,-3.659251,-7.682912,-7.574597,-6.116843,-4.406133,-5.98746,-4.613684,-7.253504,-6.496494,-5.712244,-6.084442,-4.061314,-3.126462,-4.101743,-2.604873,-4.831362,-2.162369,-1.82524,-6.706902,-7.407186,-6.608383,4.452901,-2.647825,0.371509,-2.352081,-9.271962,-2.875405,-4.615468,-4.275312,-5.518838,-4.208572,-3.725104,25.645426,-3.766061,26.178743,13.391773,12.674411,-10.280133,11.001306,28.785397,12.493575,1.417535,-7.7434,-2.903931,-4.213881,3.734432,3.044033,5.954226,1.586281,-7.195607,-0.500144,-3.398529,-6.066298,-6.326954,4.735191,-2.271464,-3.736349,-7.846132,-7.469561,-7.132028
b_t,-4.864851,-6.263153,3.628297,-1.547495,-6.27302,-11.938968,-8.615583,-0.913525,-6.043599,11.41322,4.784982,9.19335,1.691697,4.425864,11.342204,8.509319,4.455673,1.519699,2.858983,11.04065,-2.61062,1.615936,-1.817815,-3.764649,1.502752,1.326677,-23.023244,-9.819207,-4.74041,-12.805068,-4.362253,-6.418424,-2.082465,-11.692344,1.831864,-7.591127,3.064847,-6.227574,-3.449797,-7.105459,-7.1697,7.883737,-4.480028,12.009212,10.356582,5.235512,-2.065044,72.929882,2.534076,3.517439,5.652501,8.618917,1.867064,-9.735244,-17.726372,-0.973337,-7.027933,-11.868234,-12.441995,-8.369831,-13.387758,-11.361932,-4.864902,-6.775939,-6.85903,-8.18586,-10.947552,-6.667351,-12.989994,-5.714088,-18.125175,-5.857747,-8.268189,-6.261123,-8.438442,-8.05806,-13.857355,-8.522127,-8.793194,-4.583808,-8.522251,-7.006093,-6.689786,-4.473294,-6.254899,-4.493388,-7.541416,-6.33196,-5.669255,-6.223472,-4.337981,-3.096129,-4.24036,-2.527318,-3.976401,-2.141675,-1.988036,-6.628712,-7.174663,-7.36877,4.164801,-3.493558,0.171209,-2.786725,-8.952675,-3.574361,-3.765756,-3.461875,-4.674688,-3.743842,-3.355516,25.498396,-2.558505,26.213362,18.064034,10.975732,-2.284767,11.358558,32.740999,19.422008,1.995422,-8.648719,-3.317485,-4.633437,4.598743,0.576639,7.142284,1.813957,-8.970517,1.095404,-3.158011,-5.445041,-6.28162,4.806465,-3.104599,-4.350303,-8.007128,-7.702209,-7.49953
tex,-3.248648,-5.249036,4.560168,-1.680545,-4.995076,-11.10654,-7.860074,2.976834,-5.369675,10.951524,4.038488,10.785938,1.555183,4.268407,12.489529,8.727701,4.784208,0.915699,2.27193,10.939963,-1.417204,0.547417,0.660194,-4.814143,3.97491,5.355405,-23.259046,-9.423015,-4.275221,-12.767654,-4.538933,-4.617179,-1.833417,-11.540594,3.200923,-7.087166,2.172432,-5.949593,-2.822099,-7.01282,-6.223309,9.459739,-2.825724,14.508265,8.43148,10.755903,-2.307076,76.723977,3.061664,3.990071,5.821244,-3.948171,1.541466,-8.805563,-16.88373,-0.399354,-6.314967,-10.952027,-15.064202,-7.824688,-13.228225,-10.774754,-4.678934,-5.911667,-5.753447,-7.951787,-10.916201,-5.825694,-12.142269,-4.197712,-17.67369,-4.963992,-7.598335,-5.62312,-7.883221,-7.812318,-13.280307,-7.754443,-7.495562,-3.288354,-8.471436,-4.993109,-5.90201,-3.544616,-5.968204,-4.194182,-6.519149,-6.671414,-5.863561,-5.957849,-3.337137,-2.419878,-3.594687,-2.625332,-5.175189,-2.130243,-2.739995,-6.236969,-6.007995,-6.56338,4.878533,-2.594576,0.59353,-2.388006,-8.306969,-2.359428,-2.044529,-3.023538,-4.188966,-2.547113,-2.562259,30.730151,-5.117667,24.850863,14.112161,13.4973,-20.587258,12.38821,26.659387,3.561537,2.456036,-8.456296,-2.625457,-2.259396,6.519337,2.02854,6.970333,1.666036,-6.432004,-3.643309,-2.395599,-6.748131,-6.592266,5.377246,-1.680095,-3.865506,-7.264524,-7.726222,-6.513428
wap,-3.833467,-5.670846,4.429226,-1.257674,-6.064279,-11.808161,-8.445217,-0.434747,-5.48774,13.826088,5.914805,10.145093,0.627732,4.873502,11.931755,9.618286,3.145451,1.959522,3.39756,13.948815,-0.39549,1.053448,0.727994,-1.901196,3.939461,3.11495,-23.64644,-9.658781,-4.13226,-12.816508,-4.455853,-6.310419,-1.325525,-11.897527,2.961771,-7.619621,4.079317,-6.239666,-2.888252,-6.781093,-6.631134,10.129421,-3.272621,14.646649,8.69319,8.525126,-0.792239,78.171988,3.459384,3.469146,6.996507,8.457108,1.672066,-9.448504,-17.462472,-0.099596,-6.68105,-11.858183,-13.040839,-8.36892,-13.471507,-11.234221,-4.54313,-6.492132,-6.399535,-8.109052,-11.188132,-6.37223,-12.65193,-5.506273,-18.298319,-5.604698,-7.985722,-6.043609,-8.344774,-7.946825,-13.822313,-8.095878,-7.795882,-3.883887,-8.755057,-5.356119,-6.135168,-4.201455,-4.681564,-3.857304,-7.388035,-7.074591,-7.110453,-5.85595,-3.57029,-4.190001,-3.642353,-2.15082,-2.541764,-1.500556,-4.457032,-6.364532,-7.05529,-6.926227,4.034222,-2.946948,-0.512519,-3.63649,-8.749008,-4.150915,-2.697877,-2.960912,-4.250784,-2.095688,-2.937912,29.528696,-1.367194,28.639811,21.06364,13.417352,-1.974258,12.337875,33.652883,18.904656,2.750973,-8.999826,-2.586621,-3.256392,7.395565,1.477935,7.915085,3.063883,-8.012254,3.67187,-2.082839,-5.503559,-7.637415,6.874685,-2.388407,-4.242128,-7.797597,-6.567459,-6.765522
lea,-3.694594,-4.879058,4.874681,-1.630009,-6.552913,-11.699992,-8.179659,5.399244,-6.571491,8.862969,6.284451,11.087631,0.88944,2.639206,11.486783,8.896195,0.707604,1.91091,3.357817,10.998054,-1.068052,-0.515546,-1.128373,-3.485251,3.084012,3.051354,-23.295269,-9.212392,-4.218248,-12.798065,-4.047162,-5.478533,-0.876146,-11.243786,3.088572,-7.249636,4.853902,-5.891141,-2.421535,-6.777013,-6.229172,12.136228,-3.843665,13.675675,8.118498,8.938166,-1.698052,79.551599,3.471233,4.070115,6.814111,7.303498,2.110085,-9.090474,-16.309928,0.305445,-6.080483,-11.231323,-10.311838,-8.051753,-12.714278,-10.507132,-4.29272,-5.891649,-5.695039,-7.594056,-10.913459,-6.353196,-11.152372,-5.053404,-17.920279,-5.25329,-7.019714,-5.471144,-7.698061,-7.268548,-13.509192,-6.755629,-6.697501,-3.510624,-8.183869,-3.613555,-5.126865,-3.693386,-5.09603,-3.330574,-6.595423,-6.886253,-6.895576,-5.460614,-2.903205,-3.238393,-3.378089,-2.691762,-5.128512,-1.8478,-4.146822,-5.265874,-6.101488,-6.519473,2.688379,-4.087645,-1.590834,-5.490353,-8.468558,-5.228012,-3.407081,-1.933795,-4.078812,-1.865609,-2.778713,30.116077,-1.082104,30.928466,23.17732,14.628913,-18.239666,13.260999,39.038815,23.65688,2.489265,-8.820893,-1.811828,-2.680009,6.447509,0.287602,7.88179,2.027434,-3.646497,5.623911,2.861525,-4.863074,-8.672484,7.290532,-3.148985,-3.505767,-7.288981,-8.003758,-6.021671
lum,-4.027922,-5.729609,4.245062,-1.513658,-5.813503,-11.75498,-8.351323,0.368516,-6.519881,11.190036,5.626582,9.454174,-0.186678,1.808505,8.857,8.592609,3.157175,0.33837,-0.668924,4.074669,-0.800579,0.393196,-0.55792,-3.179929,1.939325,3.786296,-23.776374,-9.842637,-4.263457,-13.155999,-4.324749,-5.794438,-2.192281,-11.633816,1.662877,-7.599167,4.000731,-6.227598,-2.534224,-7.199561,-7.046403,8.475724,-4.250195,7.945078,8.903148,7.172622,-2.424731,75.821885,2.224047,1.831754,6.643156,2.057584,0.30032,-9.699251,-17.391636,-0.104989,-7.085064,-11.866496,-10.48525,-8.338596,-13.822015,-11.284474,-4.520514,-6.670081,-6.589524,-8.207782,-11.012285,-6.634682,-13.048476,-5.463188,-18.560099,-5.749766,-7.890994,-6.343385,-8.33974,-7.841308,-14.106344,-8.28688,-8.247522,-4.002737,-8.947655,-5.367788,-6.5504,-4.421949,-5.353054,-4.308576,-7.063771,-6.468772,-5.797525,-6.275077,-4.01022,-1.577026,-3.925938,-2.594131,-2.010619,-2.242112,-3.312591,-6.186725,-6.772042,-6.610773,4.70072,-4.036055,-0.716609,-3.912597,-8.786442,-4.29149,-0.865115,-3.988259,-4.654703,-3.735581,-3.154536,30.455931,-1.398016,32.148963,17.155186,14.972255,-0.532402,11.662843,42.321251,20.258161,2.288587,-10.097411,-0.682158,-3.482408,6.421057,-0.548243,7.393154,3.791802,-6.999224,2.041916,-2.502243,-5.686755,-7.285662,6.27478,-3.166458,-4.214283,-7.505892,-7.779438,-7.151116
ppp,-4.72638,-6.353044,4.072463,-1.630208,-6.235015,-12.026823,-8.582332,0.114145,-6.415443,12.282585,5.14404,8.308841,-1.215102,5.87201,10.535715,7.669715,1.711798,0.906671,2.116917,11.736849,-0.362363,0.91584,-0.914775,-3.303746,1.983173,2.927459,-24.116665,-10.144109,-4.714638,-13.390838,-4.431295,-6.571131,-1.89512,-12.168692,2.149941,-7.60754,3.246818,-6.246924,-3.013442,-7.563251,-7.198192,7.663866,-4.539776,13.128481,10.486525,7.321643,-2.750774,75.909147,1.697014,2.009647,7.019303,8.3333,1.533356,-10.193971,-17.911459,-0.375082,-7.330796,-12.338982,-11.161865,-8.765904,-13.979768,-11.681447,-4.713712,-7.065752,-7.265741,-8.440759,-11.654405,-7.035881,-13.478724,-6.531954,-18.9284,-6.132354,-8.339743,-6.648902,-8.860289,-8.24818,-14.481593,-8.794412,-8.488003,-4.376006,-9.193165,-5.767914,-6.762574,-4.527633,-5.903292,-4.628627,-7.537365,-6.838072,-5.63132,-6.432476,-4.369728,-2.751775,-3.998019,-2.798742,-3.064288,-2.532687,-2.233392,-6.07079,-7.394233,-7.981905,4.835959,-2.434849,0.1833,-2.829281,-9.145314,-3.737702,-2.848935,-3.339984,-4.83292,-3.966833,-3.186932,31.689274,-1.837089,30.081296,22.131495,14.356312,-6.111583,12.105071,38.634279,21.545845,2.68942,-8.731617,-0.622913,-3.582921,6.177191,1.437528,6.761383,3.303547,-6.924805,4.325115,-1.138664,-5.360947,-6.713555,6.15969,-2.799252,-4.145442,-8.211113,-7.998247,-7.521157
p_c,-4.595739,-5.960963,3.483745,-1.678846,-8.777197,-12.013449,-8.974882,-1.455533,-5.96882,13.241703,4.078104,5.856464,0.571295,3.14478,11.838171,9.386846,4.33006,1.843175,2.556395,12.340521,-2.285752,0.559973,-3.313149,-2.796585,1.483809,2.735186,-24.063637,-10.098673,-4.932654,-13.247708,-4.641808,-6.430183,-1.772472,-12.335068,1.619363,-8.220207,1.38735,-6.217178,-3.459379,-7.025417,-7.816107,8.966134,-4.585923,7.467725,11.15395,9.039814,-3.106845,71.297185,1.686443,2.423694,8.034831,10.090627,3.175869,-10.264465,-18.097818,-2.136417,-7.447605,-12.546765,-12.099057,-8.829732,-13.9223,-11.720244,-4.04596,-7.092977,-7.120481,-8.471666,-13.85202,-7.1582,-15.198797,-8.917222,-18.953684,-6.203468,-8.204655,-6.825247,-10.80971,-8.229071,-14.695231,-8.811968,-8.456075,-4.830551,-9.196161,-5.535502,-7.189517,-4.493392,-5.915717,-4.653116,-7.729121,-7.283844,-5.779413,-6.54274,-4.332891,-2.691454,-4.50331,-4.246033,-3.062547,-4.540723,-1.654778,-6.546857,-7.124556,-7.632943,5.079297,-3.547286,-1.664427,-2.73463,-9.088023,-4.027346,-3.075917,-3.009693,-4.765163,-3.676363,-2.989114,30.898374,-1.104767,31.521593,23.380231,11.539318,-1.748293,12.614295,34.293722,27.164138,3.135235,-8.596214,-2.702288,-3.810938,5.003166,0.846095,4.818882,0.661039,-7.419028,1.763402,-2.978959,-5.146044,-6.591532,5.815179,-6.454026,-6.306753,-8.272274,-8.068783,-7.544789
crp,-4.305343,-6.367376,3.733073,-1.792001,-6.647771,-11.920885,-8.291441,0.717564,-5.582088,11.533578,3.208213,0.477326,-0.573723,8.060271,9.602387,6.401158,3.377659,1.287846,1.310674,12.735583,1.004183,0.471349,-1.474726,-1.505844,0.968692,3.496209,-24.004726,-10.134675,-4.858177,-13.159939,-4.290187,-6.248786,-2.000232,-12.284838,2.227442,-7.326275,2.777368,-5.868513,-3.369513,-7.299346,-7.417398,7.588029,-4.954175,12.721812,9.947095,6.642445,-2.914919,73.099249,1.243268,3.230687,6.205056,7.705906,1.214745,-10.211815,-17.725557,-0.56505,-7.152108,-12.603777,-11.404881,-8.674767,-14.121361,-11.608857,-4.253436,-6.796105,-7.320743,-8.570976,-12.104325,-7.019399,-13.711688,-5.964686,-18.147597,-6.210077,-7.920647,-6.334008,-9.194329,-8.134988,-14.394227,-8.633354,-8.663312,-3.720532,-9.29482,-5.052542,-6.897368,-5.151127,-5.89715,-4.64012,-6.42462,-6.874622,-5.602453,-6.145644,-3.259577,-2.201395,-3.075552,-2.695929,-2.310216,-1.76717,-0.706028,-5.553317,-7.423526,-8.845291,5.652529,-2.198646,-0.521002,-1.624096,-9.15044,-4.028529,-2.503099,-2.775883,-5.108933,-3.74575,-2.542843,26.885886,-3.607063,29.864431,21.913179,17.819432,-9.081708,12.662432,38.563155,23.777941,1.70074,-8.084476,-0.695187,-3.120487,6.007196,6.089358,6.118115,3.000007,-8.039681,4.009846,-1.033125,-4.708287,-3.945611,6.8033,-3.402817,-4.814292,-8.237184,-9.107335,-7.147695
nmm,-4.68496,-6.039996,3.854474,-1.58322,-5.33788,-12.10379,-8.646795,-0.936269,-6.398921,11.94511,7.289429,13.826067,-0.722372,3.097568,10.46052,6.79508,2.380849,1.163232,2.073957,10.241058,-1.092005,-0.071305,0.191006,-3.432725,1.241698,3.484655,-23.942141,-10.088978,-4.786878,-13.142318,-4.307993,-6.630374,-2.058631,-12.16479,1.212318,-7.940153,2.557995,-6.091,-3.115145,-7.415017,-7.53116,7.290669,-4.566224,10.03184,10.636537,6.936672,-2.907809,72.966261,1.156432,1.907324,6.389776,7.83967,1.012713,-10.171353,-17.71328,0.094546,-7.313781,-12.233105,-10.988298,-8.636622,-13.881686,-11.592526,-4.017786,-6.947347,-7.089661,-8.35648,-11.445943,-6.535595,-13.534422,-5.766098,-18.780624,-6.056206,-8.215603,-6.396317,-8.68363,-8.021534,-14.387017,-8.64888,-8.557889,-4.488881,-8.961805,-5.332333,-6.353949,-3.722236,-5.643473,-4.459658,-7.680409,-6.497244,-5.446839,-6.134906,-4.202316,-3.018471,-4.145692,-2.181626,-3.314135,-3.112783,-1.690505,-6.522957,-7.54286,-7.972938,5.039366,-3.665099,-0.06489,-3.215815,-9.050617,-4.074532,-3.275618,-3.508235,-4.546579,-2.362108,-1.75004,30.401252,-2.467442,28.39559,19.407546,14.553768,-1.600257,11.204231,38.018055,22.66227,1.597857,-8.32746,-1.593563,-3.400146,10.061677,6.294694,6.858281,2.182162,-7.834445,2.641225,-2.31243,-5.698147,-5.888193,6.66174,-3.206378,-4.36601,-8.21441,-7.983708,-7.434207
